"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5353","0","107.9","49.9","-1.4","162"
"","Haryana","6521","0","116.6","80.5","-4.0","46"
"","Rajasthan","8322","0","182.4","51.7","1.6","349"
"","Delhi","4287","12","86.9","72.7","0.2","234"
"","UP","14035","200","299.1","117.7","0.2","427"
"","Uttarakhand","1732","0","36.0","25.9","-0.3","119"
"","HP","1134","0","22.6","12.3","0.6","116"
"","J&K","1993","498","40.1","26.1","1.2","197"
"","Chandigarh","212","0","4.3","4.2","0.3","56"
"WR","Chhattisgarh","3764","0","91.3","30.1","1.1","414"
"","Gujarat","12885","0","297.4","57.7","-0.7","576"
"","MP","8093","0","177.1","103.0","-2.5","423"
"","Maharashtra","18516","41","422.7","123.2","1.2","824"
"","Goa","417","0","8.2","8.0","-0.1","75"
"","DD","287","0","6.5","6.5","0.0","21"
"","DNH","712","0","16.5","16.7","-0.2","6"
"","Essar steel","522","0","11.3","11.0","0.3","145"
"SR","Andhra Pradesh","6905","0","154.9","26.1","2.2","451"
"","Telangana","6208","0","139.8","78.9","0.3","419"
"","Karnataka","8471","0","194.8","61.8","1.1","361"
"","Kerala","3620","0","71.8","54.6","1.9","205"
"","Tamil Nadu","13754","0","315.0","140.9","0.7","1015"
"","Pondy","319","0","7.2","7.4","-0.2","6"
"ER","Bihar","3474","100","69.9","65.4","0.0","175"
"","DVC","2942","0","65.7","-32.9","2.3","210"
"","Jharkhand","1170","0","23.9","14.4","-0.9","105"
"","Odisha","4176","0","88.5","29.4","0.6","250"
"","West Bengal","7525","0","155.0","40.6","0.4","190"
"","Sikkim","42","0","0.7","1.3","-0.6","24"
"NER","Arunachal Pradesh","95","5","1.5","1.8","-0.3","48"
"","Assam","1155","145","17.5","13.7","0.4","180"
"","Manipur","141","1","1.5","1.6","-0.1","32"
"","Meghalaya","249","0","4.3","0.4","0.6","151"
"","Mizoram","69","1","1.2","0.9","0.3","29"
"","Nagaland","79","21","1.2","1.5","-0.4","40"
"","Tripura","235","6","3.4","1.6","1.5","159"
