"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4996","0","88.7","38.7","0.9","234"
"","Haryana","6448","0","111.2","42.5","-2.0","318"
"","Rajasthan","8671","0","182.3","65.9","5.5","571"
"","Delhi","4012","10","68.7","46.6","-0.1","268"
"","UP","10441","2560","232.3","78.7","-0.5","297"
"","Uttarakhand","1762","40","34.9","25.1","0.4","120"
"","HP","1367","0","25.4","20.7","0.7","120"
"","J&K","2047","361","42.8","35.4","3.2","443"
"","Chandigarh","234","0","4.1","4.0","0.3","32"
"WR","Chhattisgarh","3079","147","69.2","29.0","1.9","391"
"","Gujarat","11633","37","250.2","44.0","-1.9","334"
"","MP","8211","0","161.6","92.7","-1.6","179"
"","Maharashtra","18635","686","363.5","107.6","12.0","730"
"","Goa","382","0","8.1","6.8","0.6","121"
"","DD","261","0","5.8","5.8","0.0","38"
"","DNH","659","0","15.4","15.3","0.5","48"
"","Essar steel","393","0","7.5","7.1","0.5","94"
"SR","Andhra Pradesh","5980","0","139.8","25.1","4.7","352"
"","Telangana","6682","300","130.7","69.8","2.1","516"
"","Karnataka","8855","400","187.0","29.7","2.6","1049"
"","Kerala","3303","125","60.3","42.1","2.3","210"
"","Tamil Nadu","11268","1218","253.9","107.8","2.8","389"
"","Pondy","312","0","6.1","6.1","0.0","28"
"ER","Bihar","2631","300","54.0","59.6","-5.6","230"
"","DVC","2475","0","56.3","-17.2","0.4","190"
"","Jharkhand","991","0","22.7","11.3","-0.8","110"
"","Odisha","3323","0","59.6","16.2","2.9","300"
"","West Bengal","6276","0","108.3","21.8","-2.5","310"
"","Sikkim","119","0","1.6","1.2","0.4","38"
"NER","Arunachal Pradesh","106","2","1.7","1.4","0.3","35"
"","Assam","1214","50","21.1","14.0","1.9","157"
"","Manipur","136","0","1.8","1.9","-0.2","47"
"","Meghalaya","318","2","5.3","5.1","-1.0","26"
"","Mizoram","84","2","1.2","1.0","0.1","34"
"","Nagaland","107","8","2.3","1.6","0.6","30"
"","Tripura","178","23","2.4","0.6","-0.1","58"
