"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","9381","0","210.0","84.9","-0.3","122","0.0"
"","Haryana","8642","263","186.5","121.2","1.7","181","0.4"
"","Rajasthan","8966","0","197.7","73.5","2.5","205","5.7"
"","Delhi","5637","0","117.3","87.7","0.2","198","0.0"
"","UP","16605","1680","372.4","190.0","3.1","513","29.7"
"","Uttarakhand","2015","0","42.2","13.2","0.7","76","0.0"
"","HP","1356","0","27.1","6.7","1.7","831","0.0"
"","J&K","2026","507","39.7","21.2","4.2","244","9.4"
"","Chandigarh","280","0","5.6","5.8","-0.2","0","0.0"
"WR","Chhattisgarh","3853","71","89.7","32.7","-0.9","191","0.3"
"","Gujarat","14515","0","322.6","49.9","0.0","288","0.0"
"","MP","7762","0","171.7","80.2","0.5","240","0.0"
"","Maharashtra","16989","609","385.9","107.1","1.0","666","12.6"
"","Goa","490","0","9.8","9.6","0.3","84","0.0"
"","DD","327","0","7.4","6.6","0.8","50","0.0"
"","DNH","753","0","17.4","16.5","0.9","68","0.0"
"","Essar steel","345","0","5.7","5.7","0.1","255","0.0"
"SR","Andhra Pradesh","7601","0","160.5","46.8","-0.9","305","0.0"
"","Telangana","8040","0","175.3","89.5","-2.8","368","0.0"
"","Karnataka","7390","0","154.4","44.5","1.4","494","0.0"
"","Kerala","3262","0","64.8","41.7","1.7","315","0.0"
"","Tamil Nadu","13303","0","294.4","134.0","5.2","630","0.0"
"","Pondy","327","0","7.2","7.0","0.1","54","0.0"
"ER","Bihar","4394","0","88.4","83.5","0.1","150","0.0"
"","DVC","2987","0","67.2","-28.2","0.4","280","0.9"
"","Jharkhand","1250","0","24.3","19.1","-0.9","140","0.0"
"","Odisha","4146","0","85.2","30.3","-0.6","280","0.0"
"","West Bengal","8415","0","157.8","62.5","2.4","260","0.0"
"","Sikkim","90","0","1.1","1.1","0.0","15","0.0"
"NER","Arunachal Pradesh","123","2","2.1","2.9","-0.8","7","0.0"
"","Assam","1513","194","29.5","22.0","2.8","178","1.4"
"","Manipur","152","2","2.3","2.4","-0.1","38","0.0"
"","Meghalaya","242","0","4.7","-1.4","0.0","161","0.0"
"","Mizoram","85","1","1.4","1.4","-0.1","14","0.0"
"","Nagaland","113","1","2.3","1.9","0.2","22","0.0"
"","Tripura","247","2","4.4","3.9","0.3","89","0.0"
