"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","10811","0","247.5","136.9","-0.1","171","0.0"
"","Haryana","8817","238","197.2","132.5","1.4","917","0.2"
"","Rajasthan","8790","0","181.3","79.5","1.5","334","0.7"
"","Delhi","5484","3","111.9","89.4","-0.6","188","0.1"
"","UP","15502","1665","324.4","153.9","1.9","666","0.1"
"","Uttarakhand","1971","0","40.1","14.8","0.9","176","0.6"
"","HP","1299","0","27.5","-3.9","3.9","289","0.0"
"","J&K","1926","481","38.0","13.4","-1.4","141","9.0"
"","Chandigarh","293","0","6.3","6.6","-0.3","14","0.0"
"WR","Chhattisgarh","3542","42","78.5","19.5","0.7","292","0.1"
"","Gujarat","9887","0","220.5","55.9","-1.3","591","0.0"
"","MP","6300","0","140.0","89.9","0.6","348","0.0"
"","Maharashtra","17822","0","389.0","112.0","-0.9","364","0.0"
"","Goa","440","0","8.7","8.4","0.3","78","0.0"
"","DD","314","0","7.0","6.4","0.7","67","0.0"
"","DNH","738","0","16.9","16.3","0.6","56","0.0"
"","Essar steel","504","0","9.9","9.5","0.4","235","0.0"
"SR","Andhra Pradesh","7933","0","170","53","6.9","892","0.0"
"","Telangana","9030","0","187","107","-6.1","583","0.0"
"","Karnataka","8652","0","192","65","3.8","710","0.0"
"","Kerala","3353","0","67","47","1.6","247","0.0"
"","Tamil Nadu","14891","0","328","107","3.7","409","0.0"
"","Pondy","359","0","8","7","0.2","47","0.0"
"ER","Bihar","3904","200","73.1","67.4","2.4","312","1.4"
"","DVC","2721","0","59.3","-28.1","1.0","345","0.5"
"","Jharkhand","1006","0","19.2","12.8","0.4","136","0.0"
"","Odisha","3919","0","73.8","22.9","-1.0","365","0.6"
"","West Bengal","7776","0","143.7","38.3","3.1","425","0.0"
"","Sikkim","199","0","0.9","1.3","-0.4","28","0.0"
"NER","Arunachal Pradesh","96","7","2.0","2.7","-0.7","8","0.1"
"","Assam","1588","120","29.8","23.0","2.6","162","1.8"
"","Manipur","140","3","2.3","1.9","0.3","22","0.0"
"","Meghalaya","226","0","4.7","-1.7","0.3","42","0.0"
"","Mizoram","71","4","1.3","1.0","0.2","14","0.0"
"","Nagaland","120","4","2.3","2.0","0.1","24","0.1"
"","Tripura","243","1","4.1","2.4","0.4","40","0.1"
