"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","7144","0","147.8","74.4","-1.2","98","0.0"
"","Haryana","7482","0","150.6","79.2","1.9","273","0.1"
"","Rajasthan","9788","0","208.8","60.2","2.5","478","0.0"
"","Delhi","5090","0","104.3","83.1","-2.6","51","0.0"
"","UP","16737","0","333.3","135.6","6.9","1173","0.0"
"","Uttarakhand","1878","0","38.0","18.4","-0.3","183","0.0"
"","HP","1262","0","24.0","10.6","0.1","106","0.0"
"","J&K","2229","557","44.1","27.4","-1.9","216","10.4"
"","Chandigarh","255","0","5.0","5.2","-0.2","18","0.0"
"WR","Chhattisgarh","3444","0","78.4","12.5","-3.3","401","0.0"
"","Gujarat","15466","0","346.4","158.9","4.0","798","0.0"
"","MP","8366","0","178.0","71.7","-3.0","586","0.0"
"","Maharashtra","20429","0","458.6","136.4","2.6","583","0.0"
"","Goa","500","0","10.8","9.3","0.8","-10","0.0"
"","DD","298","0","5.2","4.7","0.5","38","0.0"
"","DNH","732","0","16.1","16.1","-0.1","40","0.0"
"","Essar steel","100","0","2.5","2.3","0.2","171","0.0"
"SR","Andhra Pradesh","7780","0","162.9","45.8","-0.4","465","0.0"
"","Telangana","6869","0","150.6","54.0","-2.0","371","0.0"
"","Karnataka","9085","0","202.2","75.2","0.1","493","0.0"
"","Kerala","3721","0","71.8","53.7","1.2","200","0.0"
"","Tamil Nadu","13005","0","296.2","140.1","2.3","584","0.0"
"","Pondy","346","0","7.2","7.5","-0.4","51","0.0"
"ER","Bihar","4419","0","71.4","69.6","-0.6","200","0.0"
"","DVC","3033","0","68.1","-48.1","1.4","220","0.0"
"","Jharkhand","1112","0","20.6","16.3","-0.9","85","0.0"
"","Odisha","3569","0","64.1","22.4","1.2","220","0.0"
"","West Bengal","6990","0","124.5","22.0","1.8","225","0.0"
"","Sikkim","77","0","1.0","1.6","-0.6","12","0.0"
"NER","Arunachal Pradesh","114","2","2.1","1.8","0.4","26","0.0"
"","Assam","1315","95","20.6","17.2","1.7","106","1.1"
"","Manipur","132","3","2.0","2.4","-0.4","27","0.0"
"","Meghalaya","286","0","4.9","3.0","-0.3","36","0.0"
"","Mizoram","79","4","1.3","1.2","-0.2","1","0.0"
"","Nagaland","130","3","2.0","2.0","-0.1","27","0.0"
"","Tripura","208","32","2.8","2.6","-0.9","74","0.1"
