"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5493","0","121.1","76.7","0.3","301"
"","Haryana","5724","0","124.0","71.2","-2.2","257"
"","Rajasthan","6298","0","136.5","58.6","-10.8","0"
"","Delhi","3775","3","79.7","59.8","-3.4","440"
"","UP","11122","0","241.1","107.4","-4.2","228"
"","Uttarakhand","1420","0","29.7","16.2","-3.7","0"
"","HP","1046","0","21.3","6.8","-0.5","35"
"","J&K","1552","100","31.4","20.9","-3.6","5"
"","Chandigarh","185","0","3.8","4.7","-0.9","0"
"WR","Chhattisgarh","2985","56","69.8","21.5","-1.2","278"
"","Gujarat","10974","40","254.4","31.4","2.4","1053"
"","MP","6194","0","135.9","73.5","-3.4","150"
"","Maharashtra","15977","333","357.6","99.7","12.5","1251"
"","Goa","355","0","7.5","7.2","-0.1","62"
"","DD","240","0","5.6","6.0","-0.4","19"
"","DNH","568","0","13.6","14.4","-0.9","93"
"SR","Andhra Pradesh","10357","0","229.8","78.0","2.6","453"
"","Karnataka","6756","350","141.8","24.8","2.0","443"
"","Kerala","2800","450","56.2","38.3","2.4","559"
"","Tamil Nadu","12097","580","257.0","56.3","-1.4","427"
"","Pondy","280","0","6.1","6.8","-0.7","29"
"ER","Bihar","1660","240","37.6","37.6","-0.1","95"
"","DVC","2590","0","55.2","-24.3","-1.7","365"
"","Jharkhand","1004","0","21.2","10.6","1.7","350"
"","Odisha","3271","0","67.0","6.6","3.6","310"
"","West Bengal","5473","0","106.9","17.3","1.3","489"
"","Sikkim","127","0","1.5","1.0","0.5","50"
"NER","Arunachal Pradesh","86","14","1.4","1.7","-0.4","35"
"","Assam","957","167","15.1","12.1","-3.9","50"
"","Manipur","85","15","1.8","1.7","0.0","26"
"","Meghalaya","217","4","3.3","2.0","-0.9","48"
"","Mizoram","48","7","0.8","1.0","-0.3","6"
"","Nagaland","82","18","1.2","1.3","-0.5","6"
"","Tripura","170","14","2.7","1.2","-0.1","9"
