"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5543","0","103.3","36.6","0.0","174"
"","Haryana","6597","107","112.7","59.1","-1.6","193"
"","Rajasthan","10214","0","217.4","61.2","0.9","331"
"","Delhi","3591","0","63.5","50.2","-0.6","226"
"","UP","10912","1400","235.3","89.1","-0.1","303"
"","Uttarakhand","1929","0","36.4","25.4","1.1","287"
"","HP","1394","7","25.9","20.6","1.7","222"
"","J&K","2033","508","44.9","38.0","1.5","166"
"","Chandigarh","205","0","3.5","3.7","0.3","33"
"WR","Chhattisgarh","3308","96","73.3","25.2","-0.8","534"
"","Gujarat","12996","0","273.4","66.6","2.3","311"
"","MP","9054","0","177.7","104.8","-5.4","384"
"","Maharashtra","18481","12","373.3","80.0","3.2","656"
"","Goa","397","0","7.9","7.6","-0.4","0"
"","DD","291","0","6.4","6.2","0.2","36"
"","DNH","684","0","15.9","16.0","-0.1","64"
"","Essar steel","348","0","7.3","6.3","1.0","85"
"SR","Andhra Pradesh","6461","0","126.6","4.6","-4.3","651"
"","Telangana","6045","0","126.2","90.8","-0.2","316"
"","Karnataka","8724","800","187.6","43.2","2.7","428"
"","Kerala","3408","0","62.0","48.8","0.3","125"
"","Tamil Nadu","12537","0","250.1","117.2","3.6","590"
"","Pondy","275","0","5.4","5.9","-0.5","21"
"ER","Bihar","3546","0","65.6","64.0","-0.7","160"
"","DVC","2652","0","58.9","-17.5","-2.4","180"
"","Jharkhand","1008","0","22.4","14.1","0.2","100"
"","Odisha","3536","0","61.3","20.4","-1.1","240"
"","West Bengal","6439","0","121.6","27.5","-0.5","350"
"","Sikkim","104","0","1.3","1.2","0.1","38"
"NER","Arunachal Pradesh","105","4","2.0","1.5","0.5","35"
"","Assam","1284","43","21.9","15.8","2.1","136"
"","Manipur","150","2","2.6","2.4","0.2","24"
"","Meghalaya","335","3","5.1","5.1","-1.0","43"
"","Mizoram","93","1","1.5","1.1","0.3","40"
"","Nagaland","110","2","2.0","1.5","0.4","40"
"","Tripura","211","1","3.1","-0.9","0.3","96"
