"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","6123","0","132.1","46.9","-1.2","-2","0.0"
"","Haryana","6530","193","128.4","98.6","0.8","146","0.9"
"","Rajasthan","9868","0","207.0","48.7","-0.4","236","0.0"
"","Delhi","3876","0","83.9","69.3","-1.7","110","0.0"
"","UP","17293","0","334.6","154.8","0.2","549","1.5"
"","Uttarakhand","1749","0","38.2","14.4","0.4","107","0.0"
"","HP","1377","0","27.0","9.7","0.7","151","0.0"
"","J&K","1943","486","43.0","28.3","-1.2","367","10.2"
"","Chandigarh","201","0","4.0","4.1","-0.1","23","0.0"
"WR","Chhattisgarh","4390","0","101.8","43.5","-3.9","192","0.0"
"","Gujarat","16572","0","377.2","105.6","3.8","257","0.0"
"","MP","9284","0","203.3","79.7","-0.4","537","0.0"
"","Maharashtra","20899","0","475.3","136.3","-0.2","323","0.0"
"","Goa","479","0","12.0","10.5","1.0","106","0.3"
"","DD","332","0","7.5","6.9","0.5","44","0.0"
"","DNH","777","0","18.2","18.2","0.0","60","0.0"
"","Essar steel","636","0","14.1","14.8","-0.8","151","0.0"
"SR","Andhra Pradesh","8609","0","186.1","58.6","-0.1","623","0.0"
"","Telangana","9131","0","207.2","81.2","-0.5","704","0.0"
"","Karnataka","11289","0","226.7","70.5","-0.2","587","0.0"
"","Kerala","4123","0","85.1","61.6","1.2","189","0.0"
"","Tamil Nadu","15599","0","353.5","193.5","-0.1","512","0.0"
"","Pondy","403","0","8.6","8.8","-0.1","29","0.0"
"ER","Bihar","4246","0","70.0","67.4","-2.5","200","0.0"
"","DVC","3074","0","64.1","-46.3","0.1","350","0.0"
"","Jharkhand","999","0","19.3","17.4","-3.4","50","0.0"
"","Odisha","5444","0","111.6","48.0","2.5","400","0.0"
"","West Bengal","7152","0","145.5","44.1","-8.6","100","0.0"
"","Sikkim","95","0","1.2","1.7","-0.5","20","0.0"
"NER","Arunachal Pradesh","120","2","2.0","2.3","-0.3","26","0.0"
"","Assam","1432","78","24.2","20.3","0.4","163","0.8"
"","Manipur","179","2","2.5","2.4","0.1","17","0.0"
"","Meghalaya","299","16","5.7","3.9","0.2","56","0.4"
"","Mizoram","92","1","1.6","1.5","0.1","14","0.0"
"","Nagaland","115","2","2.0","1.9","0.1","47","0.0"
"","Tripura","249","3","3.3","2.4","-0.1","78","0.0"
