"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","10941","0","241.1","132.4","0.2","203","0.0"
"","Haryana","9031","0","184.4","122.2","0.4","206","0.0"
"","Rajasthan","9029","0","193.4","75.7","1.7","373","0.0"
"","Delhi","5235","0","108.2","84.6","-2.0","121","0.0"
"","UP","16719","630","349.7","162.5","0.6","309","0.0"
"","Uttarakhand","1747","0","37.9","11.3","-0.8","97","0.0"
"","HP","1320","0","27.8","-0.9","2.0","272","0.0"
"","J&K","1988","497","38.6","13.3","-0.7","205","9.2"
"","Chandigarh","278","0","5.7","6.3","-0.7","0","0.0"
"WR","Chhattisgarh","3815","0","88.2","25.6","1.5","203","0.0"
"","Gujarat","11893","0","266.7","46.8","-1.1","676","0.0"
"","MP","7336","0","160.9","78.2","-1.1","317","0.0"
"","Maharashtra","19763","0","439.2","136.7","5.2","459","0.0"
"","Goa","411","0","8.4","8.5","-0.6","24","0.0"
"","DD","328","0","7.4","6.5","1.0","58","0.0"
"","DNH","749","0","17.2","16.8","0.4","48","0.0"
"","Essar steel","100","0","1.3","0.8","0.5","130","0.0"
"SR","Andhra Pradesh","6801","0","148","39","4.9","738","0.0"
"","Telangana","8311","0","176","85","-0.7","515","0.0"
"","Karnataka","8126","0","172","57","3.7","596","0.0"
"","Kerala","3057","0","64","37","2.0","414","0.0"
"","Tamil Nadu","12727","0","286","123","5.4","881","0.0"
"","Pondy","323","0","7","7","0.0","40","0.0"
"ER","Bihar","3878","0","71.4","67.1","0.4","356","0.0"
"","DVC","2820","0","62.6","-19.9","1.7","402","0.0"
"","Jharkhand","1204","0","22.9","15.8","-0.5","135","0.0"
"","Odisha","3956","0","81.5","26.2","2.5","398","0.0"
"","West Bengal","7319","0","135.3","46.3","3.8","456","0.0"
"","Sikkim","83","0","1.3","1.1","0.2","20","0.0"
"NER","Arunachal Pradesh","97","7","2.0","3.0","-1.0","6","0.1"
"","Assam","1417","208","26.2","18.3","3.2","212","1.8"
"","Manipur","128","8","2.4","2.3","0.1","31","0.1"
"","Meghalaya","264","0","4.7","-2.0","0.0","27","0.0"
"","Mizoram","77","2","1.3","1.1","0.1","9","0.0"
"","Nagaland","112","3","2.2","2.1","0.0","26","0.0"
"","Tripura","178","6","3.0","2.7","-0.6","44","0.1"
