"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","9912","0","227.6","129.3","-1.3","113","0.0"
"","Haryana","8328","300","171.3","114.1","-0.3","208","0.0"
"","Rajasthan","8398","0","186.2","78.3","-0.3","191","0.1"
"","Delhi","5298","0","110.7","88.4","0.1","302","0.0"
"","UP","16611","420","360.5","164.4","2.1","660","0.0"
"","Uttarakhand","1769","75","38.5","13.1","0.6","355","0.4"
"","HP","1316","0","25.3","-6.2","6.0","702","2.6"
"","J&K","1925","481","36.8","12.3","-1.6","259","8.8"
"","Chandigarh","282","0","5.7","6.4","-0.7","0","0.0"
"WR","Chhattisgarh","3780","0","86.1","21.9","0.3","106","0.0"
"","Gujarat","12777","0","279.6","62.2","0.1","313","0.0"
"","MP","6992","0","148.1","83.5","-1.5","276","0.0"
"","Maharashtra","19963","0","439.9","127.4","5.1","587","0.0"
"","Goa","416","0","9.0","8.2","0.7","75","0.0"
"","DD","327","0","7.1","6.2","0.9","54","0.0"
"","DNH","739","0","17.1","16.4","0.7","68","0.0"
"","Essar steel","309","0","5.1","5.4","-0.3","146","0.0"
"SR","Andhra Pradesh","6994","0","155","57","2.1","675","0.0"
"","Telangana","7741","0","167","85","-3.2","289","0.0"
"","Karnataka","8671","350","195","65","5.9","716","-5.0"
"","Kerala","3309","100","67","44","1.5","353","-0.4"
"","Tamil Nadu","13218","0","287","121","4.7","587","0.0"
"","Pondy","335","35","7","7","0.1","61","-0.2"
"ER","Bihar","3981","0","81.3","74.2","0.2","200","0.0"
"","DVC","3046","0","62.3","-21.6","1.5","300","0.6"
"","Jharkhand","1128","0","22.2","17.5","-1.4","85","0.0"
"","Odisha","3748","0","80.1","23.9","-0.4","225","0.0"
"","West Bengal","7856","0","156.5","58.2","1.4","250","0.0"
"","Sikkim","90","0","1.4","1.0","0.3","12","0.0"
"NER","Arunachal Pradesh","102","1","2.1","2.3","-0.2","14","0.0"
"","Assam","1609","117","29.4","22.1","2.3","207","1.0"
"","Manipur","136","1","2.1","2.0","0.1","34","0.0"
"","Meghalaya","254","0","5.2","-0.9","0.1","38","0.0"
"","Mizoram","69","1","1.3","1.1","0.0","12","0.0"
"","Nagaland","110","2","2.2","1.9","0.1","19","0.0"
"","Tripura","230","3","3.9","3.3","0.1","63","0.1"
