"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8490","610","193.9","124.8","-1.1","70"
"","Haryana","7023","123","158.7","112.1","-0.9","204"
"","Rajasthan","6372","0","135.4","57.4","-8.0","0"
"","Delhi","4606","0","95.0","80.9","-4.7","32"
"","UP","11241","1850","240.9","132.9","-7.6","153"
"","Uttarakhand","1633","35","32.7","22.6","-1.0","104"
"","HP","1172","0","24.9","0.9","-0.8","54"
"","J&K","1591","100","31.0","17.7","-0.4","245"
"","Chandigarh","306","0","5.9","6.1","-0.2","28"
"WR","Chhattisgarh","2690","12","60.6","23.2","1.5","305"
"","Gujarat","8989","21","196.8","34.7","3.5","536"
"","MP","5402","0","111.1","31.1","-0.6","186"
"","Maharashtra","13551","53","290.2","63.3","7.6","884"
"","Goa","376","0","7.4","7.4","-0.3","35"
"","DD","259","0","6.1","5.6","0.4","61"
"","DNH","601","55","13.9","13.3","0.6","59"
"","Essar steel","284","1","5.7","6.3","-0.6","0"
"SR","Andhra Pradesh","10373","300","233.8","77.1","3.1","368"
"","Karnataka","6640","700","135.0","9.3","0.6","559"
"","Kerala","2702","150","50.0","19.4","0.7","301"
"","Tamil Nadu","11347","576","253.0","75.6","-2.3","437"
"","Pondy","299","30","6.4","6.4","0.0","38"
"ER","Bihar","2010","400","38.5","38.5","-0.5","180"
"","DVC","2587","0","58.0","-19.5","2.8","300"
"","Jharkhand","975","0","17.8","13.7","-2.9","50"
"","Odisha","3609","0","66.9","16.7","1.2","350"
"","West Bengal","6496","12","131.2","39.2","5.9","400"
"","Sikkim","80","0","1.3","1.1","0.2","15"
"NER","Arunachal Pradesh","83","7","0.8","0.8","0.0","51"
"","Assam","1008","302","22.4","13.4","4.1","333"
"","Manipur","110","2","1.8","2.1","-0.3","13"
"","Meghalaya","245","3","4.4","0.2","-0.1","57"
"","Mizoram","54","1","1.1","0.9","0.1","12"
"","Nagaland","99","1","1.1","1.2","-0.4","22"
"","Tripura","170","40","3.4","1.4","0.2","43"
