"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","4913","0","97.8","48.1","-2.1","288","0.0"
"","Haryana","5770","0","111.3","79.4","-1.6","238","0.0"
"","Rajasthan","11716","0","211.8","58.8","-4.7","186","0.0"
"","Delhi","3645","0","64.8","53.3","-1.2","161","0.0"
"","UP","13394","0","239.8","95.2","-3.7","835","0.0"
"","Uttarakhand","1901","0","36.5","20.8","0.0","131","0.0"
"","HP","1642","0","31.2","23.4","0.4","204","0.0"
"","J&K(UT) and Ladakh(UT)","2245","561","45.9","40.1","0.4","201","10.1"
"","Chandigarh","216","0","4.1","3.6","0.5","42","0.0"
"WR","Chhattisgarh","3614","0","76.9","14.3","-0.2","229","0.0"
"","Gujarat","15183","0","325.9","104.6","2.0","739","0.0"
"","MP","13568","0","243.8","137.9","-7.1","419","0.0"
"","Maharashtra","21903","0","451.3","152.0","-6.7","531","0.0"
"","Goa","594","0","12.4","12.2","-0.1","40","0.0"
"","DD","326","0","7.4","7.0","0.4","45","0.0"
"","DNH","817","0","19.0","19.1","-0.1","43","0.0"
"","Essar steel","317","0","5.5","6.1","-0.6","295","0.0"
"SR","Andhra Pradesh","7831","0","160.7","73.1","-0.3","324","0.0"
"","Telangana","9392","0","197.3","92.4","0.6","505","0.0"
"","Karnataka","10527","0","196.6","43.9","0.1","502","0.0"
"","Kerala","3620","0","72.6","58.7","1.2","229","0.0"
"","Tamil Nadu","13978","0","287.5","164.2","0.5","579","0.0"
"","Pondy","359","0","6.5","7.0","-0.5","47","0.0"
"ER","Bihar","3912","0","69.1","67.0","0.9","350","0.0"
"","DVC","3024","0","62.1","-33.3","-0.9","300","0.0"
"","Jharkhand","1215","0","24.5","17.2","-1.1","31","0.0"
"","Odisha","3983","0","76.4","15.0","-0.4","300","0.0"
"","West Bengal","6353","0","114.3","20.6","-0.5","400","0.0"
"","Sikkim","108","0","1.8","1.7","0.1","40","0.0"
"NER","Arunachal Pradesh","115","2","2.1","2.1","-0.2","19","0.0"
"","Assam","1192","32","18.9","14.7","0.1","142","0.4"
"","Manipur","178","2","2.7","2.7","-0.1","34","0.0"
"","Meghalaya","348","0","6.0","2.5","0.9","95","0.0"
"","Mizoram","98","1","1.7","0.7","0.4","39","0.0"
"","Nagaland","128","2","2.2","2.2","-0.3","21","0.0"
"","Tripura","210","3","3.2","1.3","-0.4","47","0.0"
