"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5017","0","102.6","21.6","-0.6","137","0.0"
"","Haryana","6280","158","117.7","43.7","3.0","238","0.3"
"","Rajasthan","9453","0","181.5","43.2","1.1","398","0.0"
"","Delhi","3541","0","70.3","58.6","-0.1","162","0.2"
"","UP","14413","375","299.2","98.8","0.8","672","0.0"
"","Uttarakhand","1819","0","33.8","25.5","1.6","238","0.0"
"","HP","1421","0","26.1","19.9","1.1","167","0.0"
"","J&K","1994","499","41.9","39.0","-2.1","72","9.9"
"","Chandigarh","187","0","3.3","3.0","0.3","33","0.0"
"WR","Chhattisgarh","3710","0","84.3","15.8","-3.1","58","0.0"
"","Gujarat","14424","0","322.4","165.3","2.8","388","0.0"
"","MP","8637","0","176.2","78.3","-2.0","289","0.0"
"","Maharashtra","21576","0","462.1","128.0","-0.7","445","0.0"
"","Goa","484","0","11.0","10.1","0.3","37","0.0"
"","DD","334","0","7.6","6.7","0.9","74","0.0"
"","DNH","751","0","17.8","16.9","0.9","60","0.0"
"","Essar steel","619","0","13.6","13.2","0.4","195","0.0"
"SR","Andhra Pradesh","8383","0","178.1","48.8","-0.1","421","0.0"
"","Telangana","9919","0","222.2","120.5","0.4","398","0.0"
"","Karnataka","9568","0","214.4","70.2","0.4","518","0.0"
"","Kerala","3681","0","76.7","53.2","1.8","224","0.0"
"","Tamil Nadu","14500","0","325.0","157.9","0.8","468","0.0"
"","Pondy","346","0","7.4","7.7","-0.3","48","0.0"
"ER","Bihar","4381","0","79.6","71.2","-1.0","210","0.0"
"","DVC","2963","0","67.1","-45.8","-1.4","220","0.0"
"","Jharkhand","1177","0","24.8","14.1","0.7","80","0.1"
"","Odisha","4500","0","90.5","41.6","2.8","225","0.0"
"","West Bengal","8076","0","150.3","49.2","1.1","220","0.0"
"","Sikkim","101","0","1.5","1.4","0.1","12","0.0"
"NER","Arunachal Pradesh","94","15","2.1","1.8","0.3","31","0.0"
"","Assam","1437","22","22.6","18.7","1.0","94","0.3"
"","Manipur","169","8","2.3","2.4","-0.1","20","0.0"
"","Meghalaya","289","23","5.5","3.5","0.0","35","0.0"
"","Mizoram","85","2","1.5","1.2","0.2","31","0.0"
"","Nagaland","121","8","2.1","1.9","0.1","17","0.0"
"","Tripura","240","2","3.9","3.4","0.0","32","0.0"
