"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","9728","0","218.6","103.9","-1.6","158","0.0"
"","Haryana","8295","144","170.6","122.7","1.4","329","10.0"
"","Rajasthan","9404","0","212.4","80.0","-1.5","199","1.2"
"","Delhi","5378","0","113.3","89.8","-0.7","195","0.0"
"","UP","17283","1030","383.1","177.4","1.9","538","13.6"
"","Uttarakhand","1875","0","39.9","11.7","0.3","168","0.1"
"","HP","1298","25","24.7","4.4","0.3","130","0.0"
"","J&K","1953","488","37.3","18.0","-0.3","182","8.9"
"","Chandigarh","259","0","5.2","5.6","-0.4","24","0.0"
"WR","Chhattisgarh","3801","189","88.1","26.9","-1.0","371","2.5"
"","Gujarat","14477","30","319.0","57.8","1.5","381","0.0"
"","MP","7742","20","178.0","108.8","-0.1","434","0.3"
"","Maharashtra","18381","246","406.9","114.0","1.4","534","5.7"
"","Goa","434","0","9.3","8.5","0.8","103","0.0"
"","DD","318","0","7.0","6.4","0.7","53","0.0"
"","DNH","744","0","17.0","15.8","1.2","139","0.0"
"","Essar steel","360","0","6.7","6.4","0.3","175","0.0"
"SR","Andhra Pradesh","6978","0","154","32","2.4","476","0.0"
"","Telangana","8634","0","188","82","1.4","498","0.0"
"","Karnataka","7581","0","152","40","3.0","468","0.0"
"","Kerala","3322","0","66","39","1.9","212","0.0"
"","Tamil Nadu","13156","0","275","134","5.3","442","0.0"
"","Pondy","320","0","7","7","0.2","43","0.0"
"ER","Bihar","4341","0","83.6","77.0","0.9","200","0.0"
"","DVC","2960","0","67.3","-26.5","0.4","225","0.0"
"","Jharkhand","1199","0","24.2","16.8","1.1","100","0.0"
"","Odisha","4238","0","88.5","31.5","0.6","250","0.9"
"","West Bengal","7994","0","155.8","58.5","0.1","225","0.0"
"","Sikkim","95","0","1.1","1.0","0.2","10","0.0"
"NER","Arunachal Pradesh","110","2","1.9","2.3","-0.3","22","0.0"
"","Assam","1595","90","27.8","21.4","1.7","135","1.1"
"","Manipur","145","4","2.1","2.3","-0.2","35","0.2"
"","Meghalaya","285","0","4.7","-1.4","-0.1","47","0.0"
"","Mizoram","74","3","1.1","1.1","-0.1","12","0.0"
"","Nagaland","103","4","1.8","1.7","-0.1","27","0.1"
"","Tripura","221","1","4.4","3.3","0.5","57","0.2"
