"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","8008","0","163.9","124.2","-2.1","113","0.0"
"","Haryana","7561","578","157.5","151.1","0.9","256","2.6"
"","Rajasthan","8494","0","180.9","61.7","-0.7","418","0.0"
"","Delhi","5175","0","103.8","87.0","-0.3","91","0.0"
"","UP","18909","0","379.4","176.8","-0.2","598","4.2"
"","Uttarakhand","1683","0","33.9","20.8","1.3","241","3.7"
"","HP","1184","0","24.2","-0.6","0.5","166","0.0"
"","J&K","1964","491","34.8","13.5","1.8","418","8.2"
"","Chandigarh","244","0","4.8","5.5","-0.8","15","0.0"
"WR","Chhattisgarh","3972","0","94.5","34.5","-0.5","286","0.0"
"","Gujarat","13627","0","300.2","62.3","3.3","452","0.0"
"","MP","7927","0","172.3","78.3","-2.8","392","0.0"
"","Maharashtra","19022","0","424.5","145.6","-0.8","589","0.0"
"","Goa","541","0","11.7","10.9","0.2","46","0.0"
"","DD","332","0","7.4","7.0","0.4","46","0.0"
"","DNH","810","0","18.9","19.0","-0.1","118","0.0"
"","Essar steel","305","0","2.8","2.7","0.1","322","0.0"
"SR","Andhra Pradesh","7595","0","164.3","34.3","1.7","869","0.0"
"","Telangana","10292","0","217.8","70.7","0.2","1254","0.0"
"","Karnataka","8286","0","158.5","25.1","2.5","1052","0.0"
"","Kerala","3397","0","65.6","47.2","1.4","209","0.0"
"","Tamil Nadu","13276","0","282.0","133.8","-0.5","542","0.0"
"","Pondy","389","0","7.5","7.7","-0.2","33","0.0"
"ER","Bihar","5410","0","104.7","100.5","0.2","100","0.0"
"","DVC","2883","0","61.1","-29.2","-1.2","200","0.0"
"","Jharkhand","1057","0","22.1","13.6","-0.7","90","0.2"
"","Odisha","4487","0","89.8","29.2","2.4","400","0.0"
"","West Bengal","8233","0","151.8","79.7","2.6","500","0.0"
"","Sikkim","91","0","0.9","1.3","-0.4","5","0.0"
"NER","Arunachal Pradesh","128","1","2.3","2.4","-0.1","57","0.0"
"","Assam","1854","142","34.2","28.9","1.0","149","2.0"
"","Manipur","174","2","2.4","2.3","0.1","27","0.0"
"","Meghalaya","313","0","5.2","0.6","-0.3","31","0.0"
"","Mizoram","96","1","1.6","0.7","0.0","7","0.0"
"","Nagaland","126","3","2.4","2.2","-0.2","23","0.0"
"","Tripura","323","1","4.9","3.8","0.7","153","0.0"
