"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","6564","0","130.2","98.3","-7.2","231","0.0"
"","Haryana","7289","0","139.5","110.2","-1.9","505","0.1"
"","Rajasthan","10391","246","218.7","69.9","5.7","539","0.7"
"","Delhi","5974","0","117.2","96.4","-0.2","285","0.0"
"","UP","17338","890","334.7","141.2","-0.2","640","0.0"
"","Uttarakhand","1760","0","30.7","13.5","0.6","287","0.0"
"","HP","1067","0","20.4","0.8","-1.4","206","0.3"
"","J&K","1444","361","27.5","12.2","-4.3","171","6.5"
"","Chandigarh","270","0","5.2","6.1","-1.0","9","0.0"
"WR","Chhattisgarh","3237","0","76.4","13.9","-0.1","115","0.0"
"","Gujarat","15586","0","335.3","92.0","2.5","738","0.0"
"","MP","6767","0","148.7","66.8","-0.1","513","0.0"
"","Maharashtra","19079","0","421.2","112.7","-3.2","489","0.0"
"","Goa","423","0","8.9","9.6","-1.1","95","0.0"
"","DD","329","0","7.4","6.4","0.9","81","0.0"
"","DNH","754","0","17.2","17.6","-0.4","-2","0.0"
"","Essar steel","462","0","9.2","8.4","0.8","229","0.0"
"SR","Andhra Pradesh","6085","0","130.0","38.1","0.1","770","0.0"
"","Telangana","6050","0","131.3","48.9","1.7","700","0.0"
"","Karnataka","7774","0","164.3","76.1","4.5","560","0.0"
"","Kerala","3414","0","63.0","51.3","1.1","302","0.0"
"","Tamil Nadu","13202","0","294.0","122.9","2.8","1187","0.0"
"","Pondy","344","0","7.0","7.6","-0.5","8","0.0"
"ER","Bihar","3836","0","73.6","72.0","-1.9","250","0.2"
"","DVC","2952","0","63.3","-29.4","-0.4","225","0.0"
"","Jharkhand","1101","0","24.1","18.5","-0.6","90","0.0"
"","Odisha","3921","0","78.1","22.5","0.5","250","0.0"
"","West Bengal","8196","0","146.7","52.0","0.3","250","0.1"
"","Sikkim","67","0","1.0","1.4","-0.4","15","0.0"
"NER","Arunachal Pradesh","107","1","2.0","1.8","0.2","31","0.0"
"","Assam","1608","107","29.3","22.3","2.9","158","0.8"
"","Manipur","147","3","2.3","2.0","0.3","39","0.1"
"","Meghalaya","217","0","4.0","0.9","0.0","43","0.0"
"","Mizoram","70","2","1.3","1.1","0.2","9","0.0"
"","Nagaland","109","3","2.5","1.8","0.5","21","0.0"
"","Tripura","254","3","4.9","2.4","1.9","103","0.1"
