"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","8168","0","174.3","103.6","-0.3","0","0.0"
"","Haryana","7739","0","161.5","123.6","3.2","359","1.3"
"","Rajasthan","10151","0","220.2","67.9","0.0","410","0.0"
"","Delhi","6317","0","126.4","102.9","-2.5","120","0.1"
"","UP","19623","0","408.5","178.0","0.7","270","0.0"
"","Uttarakhand","2077","0","43.6","18.5","0.8","246","0.0"
"","HP","1378","0","26.5","3.1","0.5","71","0.0"
"","J&K","2087","522","42.0","21.6","-4.4","0","5.8"
"","Chandigarh","322","0","6.2","6.8","-0.5","14","0.0"
"WR","Chhattisgarh","3174","0","71.9","16.6","-2.5","286","0.0"
"","Gujarat","16669","0","364.1","128.5","9.5","475","0.0"
"","MP","7555","0","164.7","48.2","-0.9","462","0.0"
"","Maharashtra","18849","0","429.4","118.9","-0.9","587","0.0"
"","Goa","496","0","10.6","8.2","1.7","40","0.0"
"","DD","337","0","7.5","6.7","0.8","58","0.0"
"","DNH","774","0","18.0","17.3","0.7","75","0.0"
"","Essar steel","415","0","7.9","7.9","0.0","153","0.0"
"SR","Andhra Pradesh","6711","0","153.7","14.8","-0.9","491","0.0"
"","Telangana","6990","0","124.9","50.7","-0.7","560","0.0"
"","Karnataka","7496","0","147.4","36.8","-6.3","340","0.0"
"","Kerala","3389","0","62.5","42.1","1.2","200","0.0"
"","Tamil Nadu","15050","0","313.5","101.5","0.5","516","0.0"
"","Pondy","383","0","8.0","8.3","-0.3","25","0.0"
"ER","Bihar","4697","0","90.1","88.3","-0.8","385","0.0"
"","DVC","2972","0","70.4","-28.0","-0.5","375","0.0"
"","Jharkhand","1131","0","22.1","16.6","2.0","156","0.0"
"","Odisha","4557","0","91.8","47.0","0.8","356","0.0"
"","West Bengal","7681","0","164.7","56.2","1.9","435","0.0"
"","Sikkim","83","0","1.2","1.3","-0.2","20","0.0"
"NER","Arunachal Pradesh","116","6","1.8","2.2","-0.5","14","0.0"
"","Assam","1689","69","32.5","25.7","3.0","139","1.4"
"","Manipur","157","4","1.7","2.4","-0.7","14","0.0"
"","Meghalaya","309","0","5.2","2.1","-0.2","37","0.0"
"","Mizoram","78","3","1.4","1.1","-0.1","5","0.0"
"","Nagaland","147","2","2.3","1.8","0.4","36","0.0"
"","Tripura","226","10","3.4","4.1","-1.1","30","0.2"
