"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5565","0","104.2","53.7","-1.5","52","0.0"
"","Haryana","6224","0","123.1","86.0","-0.5","226","0.0"
"","Rajasthan","13619","0","240.9","69.3","-0.9","258","0.0"
"","Delhi","4323","0","71.8","56.8","-1.3","213","0.0"
"","UP","14969","0","271.8","111.0","-1.3","740","0.6"
"","Uttarakhand","2002","0","38.5","25.8","-0.2","120","0.0"
"","HP","1578","0","29.2","22.3","-0.2","319","0.0"
"","J&K(UT) and Ladakh(UT)","2335","584","48.4","43.1","-0.1","278","11.5"
"","Chandigarh","267","0","4.3","4.2","0.1","54","0.0"
"WR","Chhattisgarh","3727","25","80.8","40.1","-0.4","302","0.1"
"","Gujarat","15406","0","330.5","88.2","5.1","572","0.0"
"","MP","14541","0","259.6","145.9","-2.8","462","0.0"
"","Maharashtra","22785","0","461.9","151.6","-0.9","518","0.0"
"","Goa","510","0","10.2","10.2","-0.4","33","0.0"
"","DD","330","0","7.4","7.1","0.3","41","0.0"
"","DNH","804","0","18.8","18.8","0.0","41","0.0"
"","Essar steel","711","0","5.7","5.6","0.1","266","0.0"
"SR","Andhra Pradesh","9245","0","191.0","67.9","0.6","365","0.0"
"","Telangana","11359","0","219.7","110.2","0.7","727","0.0"
"","Karnataka","12394","0","235.8","64.4","-0.2","704","0.0"
"","Kerala","3755","0","75.0","55.8","1.7","196","0.0"
"","Tamil Nadu","14370","0","302.4","163.4","0.4","700","0.0"
"","Pondy","375","0","7.9","7.6","0.3","50","0.0"
"ER","Bihar","4381","0","76.8","76.8","-1.5","200","0.0"
"","DVC","3265","0","64.1","-38.2","0.0","350","0.0"
"","Jharkhand","1227","0","24.2","16.9","-0.8","50","0.0"
"","Odisha","4022","0","71.5","9.2","0.3","200","0.0"
"","West Bengal","6270","0","114.1","25.9","-0.7","350","0.0"
"","Sikkim","142","0","2.2","1.8","0.4","60","0.0"
"NER","Arunachal Pradesh","119","2","2.1","2.1","-0.1","47","0.0"
"","Assam","1370","12","23.2","20.2","0.4","106","0.3"
"","Manipur","212","1","2.6","3.1","-0.5","31","0.0"
"","Meghalaya","374","0","6.6","6.0","-0.1","35","0.3"
"","Mizoram","104","2","1.7","1.6","-0.3","30","0.0"
"","Nagaland","124","1","2.2","2.1","0.0","17","0.0"
"","Tripura","223","3","4.2","1.8","0.3","33","0.0"
