"INTER-REGIONAL EXCHANGESDate of Reporting :28-Apr-15","","","","","","","",""
"","","","","","","Import=(+ve) /Export =(-ve)","",""
"Sl No","Voltage Level","Line Details","Circuit","Max Import  (MW)","Max Export (MW)","Import   (MU)","Export(MU)","NET(MU)"
"Import/Export of ER (With NR)","","","","","","","",""
"1","765KV","GAYA-FATEHPUR","S/C","112","-140","0.0","-1.0","-1.0"
"","","GAYA-BALIA","S/C","0","0","0.0","-1.0","-1.0"
"2","","SASARAM-FATEHPUR","S/C","0","0","2.0","0.0","2.0"
"3","HVDC LINK","PUSAULI  B/B","S/C","0","0","0.0","-1.0","-1.0"
"4","400 KV","PUSAULI-SARNATH","S/C","0","0","0.0","-5.0","-5.0"
"5","","PUSAULI -ALLAHABAD","D/C","0","-133","0.0","0.0","0.0"
"6","","MUZAFFARPUR-GORAKHPUR","D/C","0","-101","0.0","0.0","0.0"
"7","","PATNA-BALIA","Q/C","193","-176","0.0","0.0","0.0"
"8","","BIHARSHARIFF-BALIA","D/C","35","-151","0.0","-3.0","-3.0"
"10","220 KV PUSAULI-SAHUPURI","","S/C","0","-221","0.0","-4.0","-4.0"
"11","132 KV","SONE NAGAR-RIHAND","S/C","0","0","0.0","0.0","0.0"
"12","","GARWAH-RIHAND","S/C","26","0","1.0","0.0","1.0"
"13","","KARMANASA-SAHUPURI","S/C","0","0","0.0","0.0","0.0"
"14","","KARMANASA-CHANDAULI","S/C","0","0","0.0","0.0","0.0"
"ER-NR","","","","","","3.0","-15.0","-12.0"
"Import/Export of ER (With  WR)","","","","","","","",""
"15","765 KV","JHARSUGUDA-DHARAMJAIGARH S/C","D/C","-475","0","-6.7","-7.0","-6.7"
"16","","NEW RANCHI-DHARAMJAIGARH","S/C","-5","149","0.0","0.0","2.2"
"17","400 KV","ROURKELA - RAIGARH ( SEL LILO BYPASS)","S/C","0","0","1.0","0.0","1.0"
"18","","JHARSUGUDA-RAIGARH","S/C","#N/A","#N/A","1.0","0.0","1.0"
"19","","IBEUL-RAIGARH","S/C","#N/A","#N/A","1.0","0.0","1.0"
"20","","STERLITE-RAIGARH","D/C","0","0","1.0","-5.9","-5.9"
"21","","RANCHI-SIPAT","D/C","1","0","0.0","-0.1","-0.1"
"22","220 KV","BUDHIPADAR-RAIGARH","S/C","239","0","3.0","0.0","3.0"
"23","","BUDHIPADAR-KORBA","D/C","0","-184","0.0","-3.0","-3.0"
"ER-WR","","","","","","0.3","-16.0","-7.5"
"Import/Export of ER (With  SR)","","","","","","","",""
"24","HVDC LINK","JEYPORE-GAZUWAKA B/B","D/C","0","-624","0","-12.0","-12.0"
"25","","TALCHER-KOLAR BIPOLE","D/C","0","-2169","0","-45.0","-45.0"
"26","400 KV","TALCHER-I/C","","0","0","0","0","0"
"27","220 KV","BALIMELA-UPPER-SILERRU","S/C","0","0","0","0","0"
"ER-SR","","","","","","0.0","-57.0","-57.0"
"Import/Export  of ER (With NER)","","","","","","","",""
"27","400 KV","BINAGURI-BONGAIGAON","Q/C","0","0","0","0","0"
"28","220 KV","BIRPARA-SALAKATI","D/C","0","-148","0","-8","-8"
"ER-NER","","","","","","0.0","-8.0","-8.0"
"Import/Export of WR (With NR)","","","","","","","",""
"29","HVDC","V'CHAL B/B","D/C","300","-200","3.5","-1.6","1.9"
"30","765 KV","GWALIOR-AGRA","D/C","0","-2076","0.0","-39.3","-39.3"
"31","400 KV","ZERDA-KANKROLI","S/C","415","0","7.8","0.0","7.8"
"32","400 KV","ZERDA -BHINMAL","S/C","372","0","6.2","0.0","6.2"
"33","400 KV","V'CHAL -RIHAND","S/C","0","-511","0.0","-11.5","-11.5"
"34","220 KV","BADOD-KOTA","S/C","87","0","1.6","0.0","1.6"
"35","","BADOD-MORAK","S/C","51","0","0.8","0.0","0.8"
"36","","MEHGAON-AURAIYA","S/C","47","0","0.8","0.0","0.8"
"37","","MALANPUR-AURAIYA","S/C","23","0","0.3","0.0","0.3"
"38","132KV","GWALIOR-SAWAI MADHOPUR","S/C","0","0","0.0","0.0","0.0"
"WR-NR","","","","","","21.0","-52.4","-31.4"
"39APL -MHGD/CHVDC0-2520","","","","","","0.0","-55.2","-55.2"
"Import/Export of WR (With SR)","","","","","","","",""
"40","HVDC LINK","BHADRAWATI B/B","-","0","-1000","0.0","-23.9","-23.9"
"41","","BARSUR-L.SILERU","-","0","0","0.0","0.0","0.0"
"42","765 KV","SOLAPUR-RAICHUR","D/C","158","-741","0.0","-7.2","-7.2"
"43","220 KV","KOLHAPUR-CHIKODI","D/C","0","-153","0.0","-3.0","-3.0"
"44","","PONDA-AMBEWADI","S/C","0","0","0.0","0.0","0.0"
"45","","XELDEM-AMBEWADI","S/C","100","0","2.0","0.0","2.0"
"WR-SR","","","","","","2.0","-34.1","-32.1"
"TRANSNATIONAL EXCHANGE","","","","","","","",""
"46","","BHUTAN","8.9","","","","",""
"47","","NEPAL","-2.1","","","","",""
"48","","BANGLADESH","-10.6","","","","",""
