"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5946","0","118.6","62.1","-0.3","107"
"","Haryana","6139","0","122.0","80.1","-0.4","278"
"","Rajasthan","7975","0","176.2","55.3","1.4","326"
"","Delhi","4370","0","93.0","73.4","-0.9","54"
"","UP","12212","1550","273.5","127.3","3.0","627"
"","Uttarakhand","1550","75","33.9","22.4","0.3","90"
"","HP","1139","0","23.5","7.9","-0.4","204"
"","J&K","1444","100","29.7","20.1","-4.5","16"
"","Chandigarh","255","0","5.1","4.5","0.6","50"
"WR","Chhattisgarh","3124","49","74.2","20.5","-2.9","113"
"","Gujarat","13110","0","288.6","35.6","-1.3","296"
"","MP","6906","0","152.0","77.2","-1.4","348"
"","Maharashtra","17417","76","382.9","117.0","1.6","434"
"","Goa","386","0","8.2","6.8","1.1","100"
"","DD","197","0","4.4","4.5","-0.1","11"
"","DNH","614","0","14.2","14.1","0.1","33"
"","Essar steel","489","0","9.9","11.4","-1.5","0"
"SR","Andhra Pradesh","11322","0","256.3","98.0","0.7","337"
"","Karnataka","7455","300","162.3","22.3","1.8","886"
"","Kerala","2708","0","54.2","32.7","1.3","213"
"","Tamil Nadu","11883","681","273.3","89.8","1.4","393"
"","Pondy","303","0","6.4","6.6","-0.2","22"
"ER","Bihar","2152","0","43.0","43.6","-1.3","80"
"","DVC","2544","0","59.6","-17.5","-0.1","110"
"","Jharkhand","883","0","21.6","11.0","-0.7","130"
"","Odisha","3593","0","73.6","21.7","-0.6","310"
"","West Bengal","6694","23","141.6","35.3","1.0","400"
"","Sikkim","61","0","0.8","1.4","-0.6","20"
"NER","Arunachal Pradesh","96","9","1.4","1.1","0.4","43"
"","Assam","1008","276","19.7","10.8","3.9","192"
"","Manipur","99","11","1.4","1.1","0.3","54"
"","Meghalaya","221","9","3.2","1.5","0.6","92"
"","Mizoram","64","11","1.1","0.8","0.0","29"
"","Nagaland","86","4","1.4","1.3","-0.1","34"
"","Tripura","207","7","3.0","1.1","0.1","75"
