"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","7427","0","164.4","77.0","-0.5","99","0.0"
"","Haryana","6844","0","144.7","67.7","3.9","361","4.9"
"","Rajasthan","9853","0","221.1","64.4","-1.2","338","0.1"
"","Delhi","5282","0","103.7","80.7","-0.9","262","0.0"
"","UP","18210","0","380.0","156.9","2.9","849","0.0"
"","Uttarakhand","1916","0","39.4","18.6","2.2","234","2.1"
"","HP","1171","0","21.9","4.9","4.9","521","1.6"
"","J&K","1952","488","41.9","21.4","3.4","374","9.8"
"","Chandigarh","238","0","4.6","4.6","0.0","27","0.0"
"WR","Chhattisgarh","3624","0","84.8","16.3","-1.0","206","0.0"
"","Gujarat","15343","0","345.5","124.0","8.4","696","0.0"
"","MP","8827","0","194.1","113.5","1.4","318","0.0"
"","Maharashtra","21803","0","491.2","143.8","2.2","441","0.0"
"","Goa","462","0","10.1","9.2","0.4","68","0.0"
"","DD","309","0","7.1","6.0","1.1","110","0.0"
"","DNH","758","0","17.7","16.7","1.0","71","0.0"
"","Essar steel","533","0","10.9","11.4","-0.5","202","0.0"
"SR","Andhra Pradesh","8155","0","171.3","56.2","1.1","513","0.0"
"","Telangana","6964","0","150.9","55.3","-0.6","280","0.0"
"","Karnataka","7605","0","154.5","45.5","-2.7","429","0.0"
"","Kerala","3292","0","63.9","41.7","2.1","268","0.0"
"","Tamil Nadu","12980","0","302.1","126.0","-0.1","1022","0.0"
"","Pondy","362","0","7.7","8.1","-0.5","14","0.0"
"ER","Bihar","4803","0","76.7","77.3","-2.9","400","0.0"
"","DVC","3071","0","69.3","-29.8","0.7","210","0.0"
"","Jharkhand","1326","0","23.2","16.0","-0.8","50","0.0"
"","Odisha","4528","0","89.0","42.3","-0.7","250","0.0"
"","West Bengal","7782","0","155.2","42.7","2.5","480","0.0"
"","Sikkim","78","0","1.1","1.9","-0.7","0","0.0"
"NER","Arunachal Pradesh","100","1","1.7","2.0","-0.2","44","0.0"
"","Assam","1552","47","27.3","22.0","0.4","206","0.8"
"","Manipur","163","0","2.2","2.4","-0.2","30","0.0"
"","Meghalaya","255","0","4.7","3.0","-0.2","35","0.0"
"","Mizoram","78","2","1.4","1.1","-0.1","6","0.0"
"","Nagaland","100","0","1.9","1.9","-0.1","41","0.0"
"","Tripura","212","4","4.1","3.0","0.5","38","0.1"
