"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","11479","0","254.3","139.0","-1.3","87","0.0"
"","Haryana","9575","0","208.2","145.0","2.8","382","0.1"
"","Rajasthan","10361","0","231.4","74.4","1.3","234","0.0"
"","Delhi","6058","0","124.7","99.7","-1.2","170","0.1"
"","UP","18051","340","412.2","188.9","3.7","480","5.5"
"","Uttarakhand","2058","0","44.5","16.1","2.4","232","1.2"
"","HP","1401","0","26.4","1.9","1.2","228","1.3"
"","J&K","2198","550","45.8","20.5","0.0","279","10.8"
"","Chandigarh","300","0","5.9","6.0","-0.1","31","0.0"
"WR","Chhattisgarh","3708","0","88.3","29.5","0.4","303","0.3"
"","Gujarat","14512","0","321.6","97.9","3.9","715","0.0"
"","MP","7559","0","167.7","71.3","1.0","513","0.0"
"","Maharashtra","18326","0","403.2","112.7","-2.2","586","0.0"
"","Goa","404","0","8.9","7.9","0.3","48","0.0"
"","DD","334","0","7.6","6.3","1.2","79","0.0"
"","DNH","765","0","17.4","16.3","1.2","92","0.0"
"","Essar steel","630","0","12.8","12.0","0.8","313","0.0"
"SR","Andhra Pradesh","6984","0","156.9","23.3","-1.0","473","0.0"
"","Telangana","6575","0","141.2","63.2","-0.6","558","0.0"
"","Karnataka","8739","0","183.7","59.6","-0.4","562","0.0"
"","Kerala","3317","0","67.1","46.4","1.0","201","0.0"
"","Tamil Nadu","14391","0","309.5","100.3","-3.3","716","0.0"
"","Pondy","366","0","8.0","8.0","-0.1","39","0.0"
"ER","Bihar","4958","0","92.0","87.8","1.5","250","0.0"
"","DVC","3180","0","70.3","-41.9","-1.6","280","0.0"
"","Jharkhand","1234","0","24.0","18.3","0.3","180","0.0"
"","Odisha","3873","0","75.6","31.2","2.0","320","0.0"
"","West Bengal","8555","0","174.4","52.9","5.0","380","0.0"
"","Sikkim","86","0","1.2","1.5","-0.3","0","0.0"
"NER","Arunachal Pradesh","128","0","2.3","2.7","-0.4","75","0.0"
"","Assam","1768","81","34.3","26.7","1.5","223","0.6"
"","Manipur","166","2","2.5","2.6","-0.1","62","0.0"
"","Meghalaya","305","0","5.5","0.6","-0.1","35","0.0"
"","Mizoram","86","2","1.4","0.8","0.2","36","0.0"
"","Nagaland","116","2","2.3","2.2","-0.1","14","0.0"
"","Tripura","266","5","5.0","4.6","0.2","81","0.0"
