"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5104","0","95.9","30.6","-0.7","151","0.0"
"","Haryana","6456","0","116.7","56.2","0.7","223","0.0"
"","Rajasthan","10352","0","193.8","49.7","1.7","321","0.0"
"","Delhi","3706","0","63.6","46.9","-0.8","180","0.0"
"","UP","14281","0","288.0","99.0","1.6","515","0.0"
"","Uttarakhand","1981","0","36.5","19.6","2.1","276","0.0"
"","HP","1540","9","28.0","22.1","0.2","153","0.0"
"","J&K","2022","505","40.3","40.2","-5.0","0","9.5"
"","Chandigarh","207","0","3.6","3.6","0.0","30","0.0"
"WR","Chhattisgarh","3321","0","70.8","5.1","-1.3","76","0.0"
"","Gujarat","14377","0","299.8","64.9","-0.5","359","0.0"
"","MP","9281","0","231.8","134.0","-4.1","310","0.0"
"","Maharashtra","19896","0","413.7","128.5","-0.1","359","0.0"
"","Goa","399","0","9.2","9.1","-0.5","15","0.0"
"","DD","323","0","7.2","6.7","0.5","55","0.0"
"","DNH","539","0","11.6","16.9","-5.3","58","0.0"
"","Essar steel","539","0","11.6","11.4","0.2","172","0.0"
"SR","Andhra Pradesh","7769","0","163.1","61.2","0.7","465","0.0"
"","Telangana","8107","0","160.4","73.3","-0.8","333","0.0"
"","Karnataka","9372","0","197.2","78.7","0.2","544","0.0"
"","Kerala","3419","0","67.0","50.5","1.4","531","0.0"
"","Tamil Nadu","13498","0","279.4","144.2","4.3","394","0.0"
"","Pondy","332","0","6.7","7.3","-0.6","51","0.0"
"ER","Bihar","3925","0","61.9","56.3","-1.2","200","0.0"
"","DVC","3022","0","66.9","-35.2","-1.8","180","0.0"
"","Jharkhand","1010","0","24.3","13.3","1.0","40","0.0"
"","Odisha","3768","0","68.2","26.7","4.2","225","0.0"
"","West Bengal","6301","0","108.0","22.6","1.1","220","0.0"
"","Sikkim","105","0","1.6","1.5","0.1","5","0.0"
"NER","Arunachal Pradesh","131","2","2.0","1.9","0.2","21","0.0"
"","Assam","1402","41","23.5","17.7","1.8","84","0.3"
"","Manipur","178","0","2.5","2.7","-0.2","3","0.0"
"","Meghalaya","318","0","6.3","3.3","0.0","27","0.0"
"","Mizoram","90","2","1.7","1.4","0.1","10","0.1"
"","Nagaland","135","0","2.4","1.8","0.2","33","0.0"
"","Tripura","211","0","3.4","1.9","-0.2","55","0.0"
