"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4928","0","93.3","43.1","0.9","181"
"","Haryana","6128","0","114.2","48.9","0.7","290"
"","Rajasthan","9535","0","205.8","63.0","3.1","384"
"","Delhi","3461","0","57.1","43.6","-0.1","186"
"","UP","9931","2395","224.5","87.6","2.8","582"
"","Uttarakhand","1946","15","35.8","22.3","4.6","316"
"","HP","1339","0","24.9","20.4","0.1","85"
"","J&K","1957","345","42.3","35.9","2.0","280"
"","Chandigarh","211","0","3.7","3.7","0.3","18"
"WR","Chhattisgarh","3272","96","73.8","22.4","-0.1","193"
"","Gujarat","11762","8","259.6","46.1","-2.7","218"
"","MP","8559","0","163.8","93.0","-3.1","363"
"","Maharashtra","17929","568","380.3","126.3","0.9","337"
"","Goa","416","0","8.3","7.4","0.5","66"
"","DD","277","0","6.1","6.1","0.1","20"
"","DNH","676","0","15.7","15.8","0.1","24"
"","Essar steel","332","0","6.9","6.8","0.1","56"
"SR","Andhra Pradesh","6235","0","145.4","31.4","3.9","427"
"","Telangana","6043","135","135.9","74.6","4.1","500"
"","Karnataka","8681","400","189.7","30.8","2.4","982"
"","Kerala","3300","175","63.6","44.2","1.8","217"
"","Tamil Nadu","12630","0","263.6","104.4","-2.9","534"
"","Pondy","307","0","5.9","5.9","-0.1","36"
"ER","Bihar","2727","0","51.9","49.9","0.7","340"
"","DVC","2426","0","56.1","-16.0","0.0","110"
"","Jharkhand","1053","0","22.5","9.6","-0.6","100"
"","Odisha","3403","0","64.6","21.0","2.3","390"
"","West Bengal","6816","0","121.4","19.4","2.6","210"
"","Sikkim","103","0","1.8","1.2","0.6","45"
"NER","Arunachal Pradesh","108","2","2.1","1.4","0.7","41"
"","Assam","1175","91","20.8","14.1","1.4","156"
"","Manipur","129","4","1.8","2.3","-0.4","49"
"","Meghalaya","342","0","6.6","5.4","0.0","38"
"","Mizoram","62","4","0.4","1.0","-0.6","25"
"","Nagaland","116","2","2.4","1.6","0.7","33"
"","Tripura","198","5","2.7","0.4","0.1","41"
