"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","6257","0","124.2","113.7","-9.4","90","0.0"
"","Haryana","6664","168","125.4","125.7","-1.3","295","1.4"
"","Rajasthan","7691","0","163.0","39.1","-0.8","320","0.0"
"","Delhi","4408","0","89.1","73.5","-0.8","147","0.1"
"","UP","17945","700","353.2","162.5","1.6","722","0.0"
"","Uttarakhand","1424","0","30.0","13.3","1.7","275","4.4"
"","HP","1146","0","34.0","-0.8","4.2","935","0.0"
"","J&K","2048","512","38.8","15.6","2.3","591","8.9"
"","Chandigarh","195","0","3.6","4.8","-1.2","15","0.0"
"WR","Chhattisgarh","4099","0","96.0","33.9","0.5","221","0.0"
"","Gujarat","12439","0","282.4","64.9","4.2","373","0.0"
"","MP","7574","0","169.2","78.5","-3.1","272","0.0"
"","Maharashtra","17739","0","399.2","131.9","-0.7","689","0.0"
"","Goa","541","0","11.7","10.3","0.8","34","0.0"
"","DD","312","0","7.1","6.6","0.5","51","0.0"
"","DNH","778","0","18.4","18.5","-0.1","25","0.0"
"","Essar steel","287","0","4.7","4.9","-0.2","262","0.0"
"SR","Andhra Pradesh","7415","0","164.1","33.1","0.6","698","0.0"
"","Telangana","10308","0","217.0","77.2","0.3","478","0.0"
"","Karnataka","7439","0","142.7","34.6","-0.8","645","0.0"
"","Kerala","3060","0","60.0","44.3","1.3","242","0.0"
"","Tamil Nadu","11604","0","260.2","133.5","-0.4","489","0.0"
"","Pondy","308","0","6.5","6.9","-0.4","32","0.0"
"ER","Bihar","5179","0","104.9","99.7","0.8","490","0.0"
"","DVC","2863","0","60.6","-22.5","-0.6","260","0.0"
"","Jharkhand","1061","0","21.8","13.1","-0.6","120","0.0"
"","Odisha","4351","0","89.8","32.2","0.4","360","0.0"
"","West Bengal","7277","0","144.9","67.6","4.3","510","0.0"
"","Sikkim","50","0","0.6","1.0","-0.4","20","0.0"
"NER","Arunachal Pradesh","126","3","2.3","2.4","-0.1","95","0.0"
"","Assam","1734","114","33.3","28.4","0.5","138","1.3"
"","Manipur","164","2","2.3","2.4","-0.1","21","0.0"
"","Meghalaya","304","0","5.3","1.2","-0.2","100","0.0"
"","Mizoram","86","3","1.7","0.7","0.3","18","0.0"
"","Nagaland","125","2","2.2","2.1","-0.2","35","0.0"
"","Tripura","286","7","4.5","3.9","-0.1","96","0.0"
