"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","7468","0","158.5","93.2","-0.9","108","0.0"
"","Haryana","6748","43","133.3","109.6","2.5","398","0.2"
"","Rajasthan","9414","0","211.8","72.6","3.2","547","0.0"
"","Delhi","5884","0","110.4","86.7","-2.9","129","0.1"
"","UP","19131","970","377.9","165.7","0.2","384","0.0"
"","Uttarakhand","1872","0","38.7","15.5","-0.5","180","0.0"
"","HP","1259","0","24.3","6.7","-4.9","0","0.0"
"","J&K","1912","478","40.1","19.6","-4.3","21","9.5"
"","Chandigarh","273","0","5.3","6.1","-0.8","0","0.0"
"WR","Chhattisgarh","3278","0","73.3","15.4","-2.8","153","0.0"
"","Gujarat","15739","0","353.1","133.4","6.5","631","0.0"
"","MP","7331","0","153.8","56.1","-1.8","481","0.0"
"","Maharashtra","17677","0","403.4","105.9","0.7","733","0.0"
"","Goa","496","0","10.6","7.5","2.4","49","0.0"
"","DD","323","0","7.0","6.2","0.8","76","0.0"
"","DNH","762","0","17.5","17.5","0.1","40","0.0"
"","Essar steel","418","0","8.4","8.2","0.2","190","0.0"
"SR","Andhra Pradesh","6650","0","149.3","17.5","-0.4","422","0.0"
"","Telangana","5715","0","124.0","54.1","-4.8","274","0.0"
"","Karnataka","6534","0","136.5","40.1","-7.9","315","0.0"
"","Kerala","3100","0","53.1","37.7","-0.3","276","0.0"
"","Tamil Nadu","12556","0","282.8","91.2","-3.2","611","0.0"
"","Pondy","347","0","7.4","7.5","-0.2","36","0.0"
"ER","Bihar","4758","0","94.7","93.4","-1.1","200","0.0"
"","DVC","3032","0","69.3","-22.9","-2.6","220","0.0"
"","Jharkhand","1051","0","23.0","16.4","0.9","85","0.0"
"","Odisha","4285","0","90.1","47.2","2.0","225","0.0"
"","West Bengal","8271","0","158.6","45.0","2.6","225","0.0"
"","Sikkim","73","0","1.0","1.4","-0.4","15","0.0"
"NER","Arunachal Pradesh","102","3","1.9","2.2","-0.3","3","0.0"
"","Assam","1555","172","32.7","27.6","0.9","121","1.3"
"","Manipur","134","11","2.1","2.3","-0.2","20","0.0"
"","Meghalaya","242","0","5.0","2.1","0.1","47","0.0"
"","Mizoram","72","2","1.6","1.0","0.2","7","0.0"
"","Nagaland","118","12","2.1","1.8","0.2","40","0.0"
"","Tripura","220","20","3.7","3.9","-0.8","35","0.2"
