"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8563","0","198.0","125.5","1.0","152"
"","Haryana","7344","123","153.4","78.4","1.1","406"
"","Rajasthan","6958","0","161.6","50.9","-5.9","90"
"","Delhi","4859","0","104.4","78.8","-1.8","259"
"","UP","11225","1380","236.4","130.2","-1.3","501"
"","Uttarakhand","1486","0","32.8","11.4","-1.6","133"
"","HP","1176","0","24.0","-0.3","1.2","253"
"","J&K","1487","100","27.9","17.5","-3.2","83"
"","Chandigarh","292","0","5.9","5.9","0.0","25"
"WR","Chhattisgarh","2715","32","62.3","17.6","-0.7","108"
"","Gujarat","9967","89","230.0","37.5","2.1","540"
"","MP","5578","33","112.6","36.1","-2.9","288"
"","Maharashtra","15118","527","324.1","101.7","12.0","860"
"","Goa","412","2","8.2","7.3","0.8","56"
"","DD","271","1","6.2","5.8","0.4","55"
"","DNH","648","4","15.2","14.4","0.8","77"
"","Essar steel","312","2","5.1","5.4","-0.3","51"
"SR","Andhra Pradesh","11477","0","264.2","74.6","0.6","256"
"","Karnataka","7705","600","164.6","25.4","0.1","306"
"","Kerala","3130","250","57.8","23.0","0.6","283"
"","Tamil Nadu","12092","198","245.3","60.7","0.4","425"
"","Pondy","285","50","5.7","6.2","-0.5","21"
"ER","Bihar","1832","500","38.3","40.4","-2.0","180"
"","DVC","2591","0","58.7","-24.0","0.8","320"
"","Jharkhand","903","0","18.9","14.2","-2.2","140"
"","Odisha","3450","0","67.9","23.3","-0.8","130"
"","West Bengal","6852","6","129.3","38.3","2.7","630"
"","Sikkim","79","0","0.9","1.2","-0.3","4"
"NER","Arunachal Pradesh","84","6","1.1","1.7","-0.6","33"
"","Assam","1115","186","21.0","15.8","-0.4","139"
"","Manipur","107","3","1.6","2.1","-0.4","1"
"","Meghalaya","241","14","3.9","0.6","-0.3","54"
"","Mizoram","53","7","1.0","1.2","-0.1","8"
"","Nagaland","97","3","1.6","1.5","-0.4","18"
"","Tripura","176","46","3.1","1.2","0.2","51"
