"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","8995","0","186.1","122.1","-1.2","228","0.0"
"","Haryana","8000","0","162.0","127.8","-1.0","230","0.0"
"","Rajasthan","8856","0","167.8","61.5","3.3","465","0.0"
"","Delhi","4829","0","100.1","80.8","-0.4","206","0.0"
"","UP","17832","340","351.8","150.9","0.6","450","0.0"
"","Uttarakhand","1891","0","39.2","13.8","0.0","110","0.0"
"","HP","1284","0","26.3","1.4","3.2","212","0.0"
"","J&K","2102","526","41.4","14.2","1.3","37","8.2"
"","Chandigarh","275","0","5.8","5.8","0.0","23","0.0"
"WR","Chhattisgarh","2951","0","70.0","7.7","-1.4","61","0.0"
"","Gujarat","14981","0","328.1","98.6","0.2","737","0.0"
"","MP","7042","0","151.0","82.1","1.3","482","0.0"
"","Maharashtra","18668","0","420.7","116.0","-0.6","679","0.0"
"","Goa","438","0","9.2","8.6","0.1","71","0.0"
"","DD","320","0","7.2","6.4","0.8","59","0.0"
"","DNH","760","0","18.1","17.4","0.7","47","0.0"
"","Essar steel","223","0","3.1","2.3","0.8","293","0.0"
"SR","Andhra Pradesh","6509","0","151.5","28.5","6.8","595","0.0"
"","Telangana","6123","0","133.3","56.5","-3.2","316","0.0"
"","Karnataka","8036","0","172.5","62.6","3.5","433","0.0"
"","Kerala","3491","0","66.5","51.0","1.5","273","0.0"
"","Tamil Nadu","14153","0","308.8","119.1","-0.6","654","0.0"
"","Pondy","373","0","7.6","7.8","-0.1","55","0.0"
"ER","Bihar","3832","0","76.0","74.9","-0.6","225","0.2"
"","DVC","2789","0","62.8","-25.2","0.4","250","0.0"
"","Jharkhand","979","0","21.2","15.3","-0.6","200","0.0"
"","Odisha","3936","0","74.0","15.1","-0.1","250","0.0"
"","West Bengal","7628","0","143.0","41.5","-0.2","250","0.0"
"","Sikkim","66","0","0.8","2.4","-1.5","15","0.0"
"NER","Arunachal Pradesh","98","2","1.7","2.3","-0.6","8","0.0"
"","Assam","1574","92","29.8","20.5","4.6","78","0.9"
"","Manipur","133","1","2.0","2.0","-0.1","27","0.0"
"","Meghalaya","241","0","4.6","-0.4","0.4","36","0.0"
"","Mizoram","69","1","1.3","1.0","0.2","23","0.0"
"","Nagaland","110","2","2.1","2.1","-0.2","53","0.0"
"","Tripura","244","2","4.2","2.3","0.2","35","0.1"
