"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5592","0","119.0","72.6","0.0","162"
"","Haryana","5354","0","113.3","81.0","-1.7","271"
"","Rajasthan","7726","0","166.5","43.7","0.5","286"
"","Delhi","4423","0","92.5","71.8","-2.9","210"
"","UP","11821","1700","254.9","122.6","-1.5","305"
"","Uttarakhand","1690","0","33.6","20.2","-0.7","126"
"","HP","1157","0","23.7","6.7","-0.8","102"
"","J&K","1414","100","24.8","19.0","-4.7","167"
"","Chandigarh","234","0","4.5","4.5","0.0","12"
"WR","Chhattisgarh","2982","54","73.2","20.3","-2.3","162"
"","Gujarat","13471","17","290.7","52.3","-0.6","310"
"","MP","6224","10","139.8","71.7","-1.6","359"
"","Maharashtra","19209","671","412.6","121.8","5.5","788"
"","Goa","408","51","8.9","7.3","1.3","74"
"","DD","284","0","6.3","6.0","0.3","46"
"","DNH","687","1","15.6","15.2","0.4","49"
"","Essar steel","596","1","12.7","12.9","-0.2","0"
"SR","Andhra Pradesh","11056","500","245.9","94.0","3.7","420"
"","Karnataka","7899","300","170.2","24.9","1.5","333"
"","Kerala","3247","75","59.1","32.7","0.5","176"
"","Tamil Nadu","11441","795","265.0","91.6","-1.1","411"
"","Pondy","315","0","6.1","6.4","-0.2","38"
"ER","Bihar","2269","500","43.1","39.9","0.8","180"
"","DVC","2320","100","50.3","-9.4","-1.1","270"
"","Jharkhand","932","0","19.8","10.8","-2.1","60"
"","Odisha","3235","0","61.3","23.2","-1.4","40"
"","West Bengal","6572","2","114.3","24.3","7.3","560"
"","Sikkim","53","0","0.8","1.3","-0.5","0"
"NER","Arunachal Pradesh","111","4","1.4","1.5","0.0","48"
"","Assam","1095","113","19.6","11.6","1.8","273"
"","Manipur","99","6","1.4","1.4","0.0","29"
"","Meghalaya","233","17","3.4","2.1","0.5","111"
"","Mizoram","68","7","1.1","1.0","-0.2","15"
"","Nagaland","78","7","1.2","1.5","-0.4","18"
"","Tripura","228","2","2.2","1.4","-0.8","49"
