"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5100","0","101.1","41.2","-0.5","195","0.0"
"","Haryana","6174","0","113.4","63.0","1.9","146","0.0"
"","Rajasthan","10016","682","213.4","62.7","4.4","291","4.0"
"","Delhi","3476","0","64.1","48.1","-1.9","167","0.0"
"","UP","12844","770","275.6","102.8","-1.1","295","0.4"
"","Uttarakhand","1751","0","33.4","16.7","1.3","166","0.4"
"","HP","1205","5","23.9","15.4","-1.7","201","0.0"
"","J&K","1931","483","40.0","34.9","-0.8","85","9.4"
"","Chandigarh","168","0","3.1","3.3","-0.1","0","0.0"
"WR","Chhattisgarh","3234","0","69.4","10.9","-1.2","294","0.8"
"","Gujarat","15051","0","328.7","93.6","0.3","600","0.0"
"","MP","11386","0","238.0","172.0","1.1","491","0.0"
"","Maharashtra","21466","0","442.9","134.0","0.9","601","0.0"
"","Goa","495","0","10.0","9.8","0.2","63","0.0"
"","DD","330","0","7.3","6.6","0.7","66","0.0"
"","DNH","776","0","17.4","16.5","1.0","73","0.0"
"","Essar steel","479","0","9.7","9.9","-0.3","125","0.0"
"SR","Andhra Pradesh","7386","0","160.0","43.5","0.3","433","0.0"
"","Telangana","7535","0","160.1","61.0","-1.1","309","0.0"
"","Karnataka","8594","0","185.6","78.7","3.1","499","0.0"
"","Kerala","3411","0","64.8","48.1","1.0","245","0.0"
"","Tamil Nadu","12985","0","268.1","123.0","3.8","508","0.0"
"","Pondy","323","0","6.5","7.0","-0.5","21","0.0"
"ER","Bihar","3712","0","63.6","61.1","0.5","410","0.0"
"","DVC","3111","0","63.5","-21.5","3.1","340","0.0"
"","Jharkhand","999","0","21.8","15.5","0.4","130","0.0"
"","Odisha","3605","0","69.0","31.8","2.7","360","0.0"
"","West Bengal","7160","0","120.6","32.7","1.9","280","0.0"
"","Sikkim","98","0","1.4","1.3","0.1","20","0.0"
"NER","Arunachal Pradesh","121","5","2.5","1.6","0.9","43","0.1"
"","Assam","1475","10","24.3","17.9","2.5","268","0.3"
"","Manipur","151","9","2.4","2.3","0.0","35","0.1"
"","Meghalaya","301","0","5.3","1.9","-0.1","40","0.0"
"","Mizoram","80","5","1.4","1.1","0.2","45","0.0"
"","Nagaland","111","5","2.2","1.6","0.1","28","0.0"
"","Tripura","218","5","3.4","2.0","-0.2","57","0.1"
