"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4501","0","84.3","34.4","1.1","279"
"","Haryana","5159","0","93.1","48.8","-0.6","233"
"","Rajasthan","9225","252","193.9","100.5","1.7","325"
"","Delhi","3433","10","57.7","35.3","-1.1","130"
"","UP","9543","1560","215.7","82.0","-1.8","212"
"","Uttarakhand","1724","40","32.2","22.1","1.6","177"
"","HP","1186","0","21.5","18.2","-1.1","17"
"","J&K","1846","100","38.5","33.1","-0.8","105"
"","Chandigarh","180","0","3.2","3.0","0.2","21"
"WR","Chhattisgarh","3133","32","69.6","17.7","-0.1","345"
"","Gujarat","10754","0","232.4","43.2","0.8","396"
"","MP","8698","21","179.2","97.1","-0.4","445"
"","Maharashtra","17431","69","366.6","111.4","3.8","489"
"","Goa","401","1","8.0","6.8","0.7","25"
"","DD","248","1","6.0","5.6","0.4","52"
"","DNH","606","2","14.6","14.4","0.2","31"
"","Essar steel","305","1","6.5","5.9","0.5","36"
"SR","Andhra Pradesh","11599","0","262.6","85.7","7.2","607"
"","Karnataka","8113","550","178.2","24.1","1.5","356"
"","Kerala","3073","150","55.6","30.8","2.1","371"
"","Tamil Nadu","11253","733","245.0","91.0","-0.8","282"
"","Pondy","266","0","5.4","6.0","-0.6","35"
"ER","Bihar","1956","0","40.3","39.6","-0.2","185"
"","DVC","2442","0","56.4","-11.8","0.5","365"
"","Jharkhand","937","0","19.4","11.2","-2.7","85"
"","Odisha","3459","0","64.1","9.6","1.0","325"
"","West Bengal","5814","21","104.4","19.7","3.9","465"
"","Sikkim","71","0","1.5","1.3","0.2","30"
"NER","Arunachal Pradesh","116","4","1.3","1.5","-0.2","29"
"","Assam","1068","32","18.3","12.4","1.9","139"
"","Manipur","128","2","1.5","1.7","-0.2","26"
"","Meghalaya","275","12","4.7","3.1","0.6","106"
"","Mizoram","68","7","1.1","1.1","-0.2","26"
"","Nagaland","93","4","1.4","1.7","-0.5","14"
"","Tripura","193","0","2.9","0.5","-0.2","37"
