"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5817","0","120.4","33.3","-0.8","96","0.0"
"","Haryana","6322","225","124.6","68.2","1.6","227","1.9"
"","Rajasthan","12570","0","224.3","63.0","-6.8","409","0.0"
"","Delhi","3756","0","65.0","49.6","0.1","199","0.0"
"","UP","13503","190","276.7","113.6","0.8","297","0.2"
"","Uttarakhand","2053","0","38.3","26.1","-0.5","114","0.0"
"","HP","1553","0","27.9","21.4","0.0","110","0.4"
"","J&K","2819","705","56.5","42.5","8.0","719","13.3"
"","Chandigarh","217","0","3.5","3.2","0.3","48","0.0"
"WR","Chhattisgarh","3158","0","60.0","4.1","-0.8","220","0.0"
"","Gujarat","14939","0","319.0","96.9","2.2","647","0.0"
"","MP","13323","0","250.2","134.1","0.6","873","0.0"
"","Maharashtra","20528","0","412.5","103.0","1.2","581","0.0"
"","Goa","452","0","9.1","8.8","-0.2","51","0.0"
"","DD","323","0","7.2","6.0","1.2","105","0.0"
"","DNH","744","0","17.4","16.0","1.3","107","0.0"
"","Essar steel","516","0","9.9","10.7","-0.7","242","0.0"
"SR","Andhra Pradesh","6868","0","149.1","49.9","1.1","449","0.0"
"","Telangana","7375","0","147.9","87.6","0.9","433","0.0"
"","Karnataka","10356","0","200.9","62.5","-1.6","403","0.0"
"","Kerala","3587","0","68.7","56.3","0.8","194","0.0"
"","Tamil Nadu","14297","0","299.3","155.2","2.0","672","0.0"
"","Pondy","335","0","6.7","7.0","-0.4","39","0.0"
"ER","Bihar","3955","0","57.2","55.7","-2.1","460","0.0"
"","DVC","2912","0","57.0","-27.3","-0.2","396","0.0"
"","Jharkhand","1048","0","19.1","12.8","-0.1","169","0.0"
"","Odisha","3685","0","61.0","18.5","1.1","267","0.0"
"","West Bengal","6121","0","103.4","17.6","-0.7","309","0.0"
"","Sikkim","100","0","1.5","1.7","-0.2","18","0.0"
"NER","Arunachal Pradesh","95","2","2.1","2.0","0.2","19","0.0"
"","Assam","1120","150","20.3","14.7","1.4","103","3.7"
"","Manipur","173","2","2.6","2.7","-0.2","21","0.0"
"","Meghalaya","315","0","6.0","5.0","-0.4","14","0.2"
"","Mizoram","86","2","1.8","1.3","0.2","0","0.0"
"","Nagaland","99","3","2.2","2.0","0.0","2","0.0"
"","Tripura","215","0","3.9","1.5","0.4","18","0.0"
