"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","10168","0","225.2","127.4","-1.3","21","0.0"
"","Haryana","9443","0","200.8","146.8","-0.1","195","0.0"
"","Rajasthan","10630","0","242.4","76.5","-0.2","255","0.0"
"","Delhi","5365","0","113.4","96.1","-0.5","125","0.0"
"","UP","18375","900","375.3","164.8","-0.3","296","2.9"
"","Uttarakhand","1947","0","40.8","15.0","0.8","114","0.0"
"","HP","1498","0","29.8","5.6","0.0","211","0.0"
"","J&K","1927","482","42.7","20.2","-0.5","197","9.4"
"","Chandigarh","262","0","5.2","6.1","-0.9","34","0.0"
"WR","Chhattisgarh","4366","0","100.0","44.4","1.0","545","0.0"
"","Gujarat","14490","0","321.0","83.5","4.3","397","0.0"
"","MP","8047","0","173.2","75.9","-4.3","352","0.0"
"","Maharashtra","17897","0","383.2","145.1","-1.0","611","0.0"
"","Goa","541","0","11.5","10.9","0.0","34","0.0"
"","DD","333","0","7.4","7.0","0.4","45","0.0"
"","DNH","777","0","18.1","18.2","-0.1","52","0.0"
"","Essar steel","327","0","6.0","6.0","0.0","290","0.0"
"SR","Andhra Pradesh","7314","0","152.4","41.3","-2.1","524","0.0"
"","Telangana","7807","0","165.1","31.9","-1.7","578","0.0"
"","Karnataka","9106","0","177.6","43.6","-2.1","509","0.0"
"","Kerala","3439","0","70.0","47.1","1.5","181","0.0"
"","Tamil Nadu","13857","0","287.2","123.2","-0.4","611","0.0"
"","Pondy","355","0","7.4","7.6","-0.3","39","0.0"
"ER","Bihar","5540","0","104.5","100.3","2.2","500","0.0"
"","DVC","2971","0","64.4","-20.8","0.0","400","0.0"
"","Jharkhand","1255","0","26.6","16.7","1.0","100","0.3"
"","Odisha","4740","0","105.0","25.9","8.2","473","0.0"
"","West Bengal","8913","0","183.4","68.5","0.7","500","0.0"
"","Sikkim","88","0","1.0","1.2","-0.3","20","0.0"
"NER","Arunachal Pradesh","125","2","2.2","2.2","0.0","26","0.0"
"","Assam","1890","86","35.5","31.3","1.1","209","0.8"
"","Manipur","161","3","2.5","2.3","0.2","20","0.0"
"","Meghalaya","368","0","5.7","1.9","0.0","51","0.0"
"","Mizoram","92","1","1.8","0.8","0.7","31","0.0"
"","Nagaland","129","2","2.2","2.4","-0.4","63","0.0"
"","Tripura","340","10","5.0","7.0","-0.2","54","0.0"
