"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","9984","0","208.0","122.5","-0.9","176","0.0"
"","Haryana","8816","0","184.7","128.8","-1.1","179","0.0"
"","Rajasthan","9177","0","193.6","80.7","4.1","497","2.7"
"","Delhi","5420","30","109.2","84.2","0.1","193","0.2"
"","UP","16664","895","335.4","151.6","3.2","971","0.0"
"","Uttarakhand","1864","0","38.1","13.6","3.3","487","0.0"
"","HP","1283","0","26.3","-1.6","2.9","262","0.0"
"","J&K","2107","372","42.8","13.6","4.1","508","10.1"
"","Chandigarh","284","0","5.6","6.5","-0.9","0","0.0"
"WR","Chhattisgarh","3558","0","86.0","14.6","3.7","170","0.0"
"","Gujarat","12273","0","263.7","46.9","-0.4","457","0.0"
"","MP","6477","0","134.9","66.8","-2.8","322","0.0"
"","Maharashtra","18588","0","405.1","122.3","0.2","403","0.0"
"","Goa","412","0","8.4","8.2","-0.4","47","0.0"
"","DD","306","0","6.8","6.3","0.5","55","0.0"
"","DNH","718","0","16.3","16.4","-0.2","20","0.0"
"","Essar steel","608","0","11.0","10.5","0.5","278","0.0"
"SR","Andhra Pradesh","6226","0","145","31","3","326","0.0"
"","Telangana","7179","0","148","81","-4","313","0.0"
"","Karnataka","8117","0","177","82","1","394","0.0"
"","Kerala","3110","0","63","49","2","185","0.0"
"","Tamil Nadu","13531","0","293","119","0","321","0.0"
"","Pondy","345","0","7","8","-1","20","0.0"
"ER","Bihar","3978","0","72.7","70.7","0.3","200","0.0"
"","DVC","2936","0","62.5","-29.9","-0.9","300","0.0"
"","Jharkhand","1105","0","21.7","18.8","0.8","150","0.0"
"","Odisha","3784","0","76.6","21.2","2.5","250","0.0"
"","West Bengal","7685","0","142.5","37.7","2.5","340","0.0"
"","Sikkim","68","0","1.2","1.3","-0.1","11","0.0"
"NER","Arunachal Pradesh","105","3","1.9","2.9","-1.0","0","0.0"
"","Assam","1526","100","30.6","23.0","3.1","204","0.8"
"","Manipur","138","6","1.9","2.0","-0.2","5","0.0"
"","Meghalaya","270","0","4.2","-0.3","-0.5","15","0.0"
"","Mizoram","66","5","1.3","1.1","0.1","17","0.0"
"","Nagaland","115","2","2.0","2.0","-0.1","23","0.0"
"","Tripura","221","5","3.9","2.7","0.5","90","-0.1"
