"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","7685","0","172.0","54.1","-0.4","123","0.0"
"","Haryana","7261","203","144.5","75.4","2.7","296","3.5"
"","Rajasthan","10028","0","216.9","46.5","-2.1","211","0.0"
"","Delhi","4321","0","91.5","63.3","-0.7","74","0.0"
"","UP","15544","1040","351.2","137.3","0.3","472","3.6"
"","Uttarakhand","1867","0","37.3","12.4","-0.1","109","0.0"
"","HP","1397","0","27.1","8.0","1.2","174","0.0"
"","J&K","2002","500","38.7","32.1","-3.5","233","9.9"
"","Chandigarh","206","0","3.8","4.0","-0.1","17","0.0"
"WR","Chhattisgarh","4504","0","103.9","44.1","0.9","338","0.7"
"","Gujarat","17889","0","394.8","130.3","8.4","942","0.0"
"","MP","10136","0","225.4","107.6","1.3","867","0.0"
"","Maharashtra","24216","452","510.0","174.2","7.9","1017","5.1"
"","Goa","540","0","14.1","9.5","1.3","85","0.0"
"","DD","321","0","7.1","5.7","1.4","91","0.0"
"","DNH","750","0","16.6","15.7","0.9","256","0.0"
"","Essar steel","335","0","5.8","5.6","0.2","277","0.0"
"SR","Andhra Pradesh","8562","0","193.2","53.6","3.0","594","0.0"
"","Telangana","10442","0","229.3","101.6","2.6","542","0.0"
"","Karnataka","8922","0","187.3","20.0","-0.5","463","0.0"
"","Kerala","3175","350","66.2","33.2","0.9","253","1.0"
"","Tamil Nadu","12309","0","261.2","145.4","-0.2","567","0.0"
"","Pondy","317","0","6.7","7.0","-0.3","22","0.0"
"ER","Bihar","5093","0","93.5","94.7","-3.9","178","0.0"
"","DVC","2887","0","60.9","-18.7","1.6","400","0.0"
"","Jharkhand","1085","0","23.0","15.9","1.7","120","0.6"
"","Odisha","5272","0","112.8","40.8","3.4","400","0.9"
"","West Bengal","8457","0","182.9","42.1","1.4","50","0.0"
"","Sikkim","93","0","1.1","1.0","0.0","30","0.0"
"NER","Arunachal Pradesh","116","4","2.2","2.3","-0.1","139","0.0"
"","Assam","1617","115","25.7","20.5","0.2","139","1.2"
"","Manipur","169","3","2.3","2.4","-0.1","12","0.0"
"","Meghalaya","269","0","4.7","3.2","-0.2","52","0.0"
"","Mizoram","88","0","1.8","0.7","0.5","15","0.0"
"","Nagaland","112","2","2.4","1.8","0.2","10","0.0"
"","Tripura","272","1","4.9","4.0","0.2","47","0.0"
