"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","9504","0","194.8","112.8","-2.9","261","0.0"
"","Haryana","7103","0","147.6","113.3","-1.3","522","0.0"
"","Rajasthan","9628","0","205.2","70.1","2.4","394","0.0"
"","Delhi","5376","0","109.7","89.8","0.8","340","0.0"
"","UP","17633","440","369.5","162.3","0.1","494","2.0"
"","Uttarakhand","1890","0","40.7","14.1","0.4","153","0.0"
"","HP","1196","0","25.4","-0.4","2.6","195","0.0"
"","J&K","2071","518","39.8","13.0","0.9","321","9.4"
"","Chandigarh","278","0","5.6","6.3","-0.7","13","0.0"
"WR","Chhattisgarh","3243","0","76.0","11.5","-1.5","130","0.0"
"","Gujarat","15398","0","335.1","103.6","-1.0","363","0.0"
"","MP","7383","0","158.8","83.6","-1.0","421","0.0"
"","Maharashtra","19113","0","420.0","120.0","2.7","650","0.0"
"","Goa","428","0","8.5","8.8","-0.8","29","0.0"
"","DD","293","0","7.0","6.5","0.5","73","0.0"
"","DNH","757","0","16.8","16.9","-0.2","88","0.0"
"","Essar steel","467","0","9.8","10.1","-0.4","121","0.0"
"SR","Andhra Pradesh","6924","0","144.5","46.0","7.3","901","0.0"
"","Telangana","5798","0","117.2","53.2","-2.1","471","0.0"
"","Karnataka","7626","0","161.1","65.7","3.9","670","0.0"
"","Kerala","3605","0","68.6","51.5","1.4","246","0.0"
"","Tamil Nadu","14116","0","311.1","113.0","-1.2","511","0.0"
"","Pondy","361","0","7.6","8.0","-0.4","19","0.0"
"ER","Bihar","4125","0","75.5","73.6","0.0","300","0.6"
"","DVC","2852","0","64.1","-33.4","2.9","390","0.0"
"","Jharkhand","947","0","21.9","16.9","-1.4","20","0.0"
"","Odisha","4175","0","81.5","13.4","3.0","590","0.0"
"","West Bengal","7439","0","143.0","46.4","2.1","500","0.0"
"","Sikkim","66","0","1.1","1.0","0.1","15","0.0"
"NER","Arunachal Pradesh","103","1","2.0","3.1","-1.1","8","0.0"
"","Assam","1557","92","24.5","17.6","1.0","78","1.3"
"","Manipur","141","4","2.0","2.1","-0.1","27","0.1"
"","Meghalaya","248","0","4.4","-0.2","-0.1","36","0.0"
"","Mizoram","70","2","1.1","1.1","0.0","23","0.1"
"","Nagaland","107","8","1.8","2.1","-0.6","53","0.1"
"","Tripura","304","1","4.4","2.0","0.6","35","0.0"
