"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","9693","0","212.3","108.3","-0.5","145","0.0"
"","Haryana","8512","0","175.9","119.0","1.8","296","0.3"
"","Rajasthan","9859","0","216.7","59.8","-0.7","299","0.0"
"","Delhi","4856","0","103.2","80.6","-0.2","216","0.0"
"","UP","16825","0","368.8","165.9","0.7","358","2.4"
"","Uttarakhand","1860","75","40.3","17.8","1.1","150","0.2"
"","HP","1450","0","28.7","2.0","5.1","449","0.0"
"","J&K","1989","497","36.3","18.7","0.9","317","8.6"
"","Chandigarh","236","0","5.0","5.3","-0.3","20","0.0"
"WR","Chhattisgarh","4365","0","99.6","27.7","-0.8","452","0.2"
"","Gujarat","17229","0","375.7","115.4","6.4","736","0.0"
"","MP","9017","0","199.5","80.1","1.8","425","0.0"
"","Maharashtra","22602","0","449.1","159.7","0.9","1003","0.1"
"","Goa","425","0","11.7","7.7","1.4","92","0.0"
"","DD","343","0","7.6","5.9","1.7","113","0.0"
"","DNH","782","0","18.3","17.2","1.2","88","0.0"
"","Essar steel","496","0","10.4","10.9","-0.4","249","0.0"
"SR","Andhra Pradesh","8578","0","185.0","46.4","1.7","661","0.0"
"","Telangana","10511","0","228.6","107.7","1.0","392","0.0"
"","Karnataka","9740","0","203.7","49.9","-2.8","436","0.0"
"","Kerala","3449","100","70.2","44.6","0.6","308","0.7"
"","Tamil Nadu","13962","0","305.5","134.8","-1.2","430","0.0"
"","Pondy","360","15","7.8","7.6","0.3","62","0.8"
"ER","Bihar","5009","0","99.3","95.2","3.6","220","0.0"
"","DVC","2881","-1","58.1","-28.3","3.0","225","0.9"
"","Jharkhand","965","0","25.2","17.5","-0.2","56","0.0"
"","Odisha","4761","0","107.6","38.1","-2.1","220","0.0"
"","West Bengal","8192","0","165.1","58.8","5.8","225","0.0"
"","Sikkim","83","0","1.1","1.0","0.1","12","0.0"
"NER","Arunachal Pradesh","124","1","2.3","3.0","-0.7","8","0.0"
"","Assam","1707","50","30.6","22.9","1.8","234","1.0"
"","Manipur","184","2","2.3","2.3","0.0","59","0.0"
"","Meghalaya","271","0","4.8","-0.7","0.2","18","0.0"
"","Mizoram","78","2","1.5","0.9","0.3","10","0.0"
"","Nagaland","108","2","2.4","1.8","0.2","0","0.0"
"","Tripura","271","1","4.9","3.5","0.6","57","0.0"
