"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5519","0","121.7","61.5","-0.6","196"
"","Haryana","6918","0","130.8","96.8","-1.5","158"
"","Rajasthan","8807","0","194.7","62.8","1.8","259"
"","Delhi","3776","0","75.0","59.1","1.3","271"
"","UP","13340","130","276.8","85.6","-0.1","700"
"","Uttarakhand","1723","0","35.0","21.7","0.3","150"
"","HP","1297","0","24.4","14.6","0.8","100"
"","J&K","1767","442","34.4","29.1","-4.5","0"
"","Chandigarh","193","0","3.6","3.7","-0.1","33"
"WR","Chhattisgarh","3248","0","71.9","11.4","-2.0","131"
"","Gujarat","13653","0","305.3","81.8","1.2","356"
"","MP","8172","0","179.4","108.0","-0.4","339"
"","Maharashtra","20442","0","433.2","124.9","2.6","424"
"","Goa","451","0","9.4","8.3","0.7","100"
"","DD","321","0","7.8","7.1","0.2","17"
"","DNH","780","0","17.9","17.7","0.1","22"
"","Essar steel","342","0","6.6","6.6","0.0","178"
"SR","Andhra Pradesh","7107","0","155.4","21.3","5.7","499"
"","Telangana","7546","0","158.0","91.2","1.9","287"
"","Karnataka","8493","0","189.9","66.5","7.2","707"
"","Kerala","3403","0","65.2","44.8","2.9","403"
"","Tamil Nadu","13821","0","295.0","122.9","-1.9","524"
"","Pondy","310","0","6.8","6.6","0.2","44"
"ER","Bihar","3406","200","69.1","65.3","1.0","0"
"","DVC","2529","0","60.2","-37.1","-2.6","0"
"","Jharkhand","1102","65","22.6","15.1","1.6","100"
"","Odisha","3769","0","69.2","18.0","-1.1","0"
"","West Bengal","7672","0","146.5","34.7","4.6","0"
"","Sikkim","89","0","1.5","1.0","0.5","0"
"NER","Arunachal Pradesh","114","3","1.8","2.0","-0.2","24"
"","Assam","1516","11","26.4","19.3","2.0","153"
"","Manipur","133","3","2.4","1.9","0.4","45"
"","Meghalaya","265","6","5.0","1.8","1.0","101"
"","Mizoram","78","1","1.3","1.2","0.1","11"
"","Nagaland","111","2","1.4","1.7","-0.3","21"
"","Tripura","233","1","4.1","3.5","0.4","116"
