"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8662","180","192.3","124.9","-0.9","97"
"","Haryana","6496","0","147.1","106.2","-1.1","455"
"","Rajasthan","7304","0","155.2","57.7","-6.6","61"
"","Delhi","4812","0","103.3","79.5","-2.1","303"
"","UP","10255","1360","229.4","106.1","-1.4","458"
"","Uttarakhand","1551","0","32.5","19.7","2.3","200"
"","HP","1244","0","26.8","4.2","0.5","101"
"","J&K","1352","100","29.4","14.6","1.4","233"
"","Chandigarh","300","0","5.9","5.6","0.3","45"
"WR","Chhattisgarh","2668","7","62.1","20.0","1.4","150"
"","Gujarat","10116","43","219.1","45.0","-3.1","600"
"","MP","5612","6","107.6","53.5","-8.0","155"
"","Maharashtra","13944","316","316.3","89.5","2.1","350"
"","Goa","364","70","7.9","5.8","1.7","150"
"","DD","268","0","6.0","5.0","1.1","120"
"","DNH","598","1","14.0","13.7","0.4","50"
"SR","Andhra Pradesh","10667","1000","240.9","83.0","1.8","310"
"","Karnataka","7224","600","151.2","20.2","0.5","254"
"","Kerala","2799","0","52.1","28.0","2.4","350"
"","Tamil Nadu","11854","565","266.5","72.3","2.4","307"
"","Pondy","308","0","6.7","7.0","-0.3","24"
"ER","Bihar","1913","0","40.6","41.0","-0.3","70"
"","DVC","2595","0","59.0","-22.3","0.9","350"
"","Jharkhand","892","0","18.1","13.9","-3.0","110"
"","Odisha","3270","0","68.7","15.2","-4.5","250"
"","West Bengal","6892","0","124.8","39.7","1.8","495"
"","Sikkim","95","0","0.8","1.1","-0.3","20"
"NER","Arunachal Pradesh","99","6","1.4","1.3","0.0","45"
"","Assam","1095","158","22.7","13.4","2.6","201"
"","Manipur","104","11","1.4","1.9","-0.5","32"
"","Meghalaya","220","13","4.2","1.1","0.1","57"
"","Mizoram","47","13","1.0","1.0","0.0","1"
"","Nagaland","90","2","1.7","1.3","0.0","30"
"","Tripura","185","17","3.2","1.6","0.0","64"
