"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5004","0","99.0","27.9","0.1","110","0.0"
"","Haryana","5999","0","106.3","51.1","-0.6","185","0.0"
"","Rajasthan","12233","0","235.2","57.6","-1.0","554","0.0"
"","Delhi","3922","0","64.9","48.6","-0.4","362","0.0"
"","UP","13892","0","279.5","99.0","-0.3","141","0.0"
"","Uttarakhand","2006","0","37.8","23.4","-0.7","76","0.0"
"","HP","1547","0","28.0","23.1","-0.2","121","0.0"
"","J&K","2427","607","49.2","43.7","-1.2","191","11.6"
"","Chandigarh","203","0","3.5","3.5","0.0","30","0.0"
"WR","Chhattisgarh","3586","0","79.0","25.0","-0.1","274","0.2"
"","Gujarat","15171","0","312.2","79.0","0.4","677","0.0"
"","MP","13988","0","257.3","148.2","-2.5","571","0.0"
"","Maharashtra","20033","0","398.6","97.1","0.3","538","0.0"
"","Goa","473","0","8.3","8.2","0.0","30","0.0"
"","DD","285","0","6.6","6.6","0.0","43","0.0"
"","DNH","728","0","17.2","16.9","0.3","91","0.0"
"","Essar steel","549","0","11.1","11.3","-0.2","231","0.0"
"SR","Andhra Pradesh","7844","0","162.6","64.8","0.5","533","0.0"
"","Telangana","8833","0","179.3","68.4","0.6","638","0.0"
"","Karnataka","10410","0","195.7","70.5","0.1","684","0.0"
"","Kerala","3128","0","58.0","48.6","0.1","192","0.0"
"","Tamil Nadu","13016","0","267.8","122.5","-0.2","655","0.0"
"","Pondy","327","0","6.9","7.1","-0.3","39","0.0"
"ER","Bihar","4173","0","76.5","71.9","-0.2","460","0.0"
"","DVC","3026","100","65.3","-29.9","0.7","396","0.3"
"","Jharkhand","1163","0","24.4","17.5","0.3","169","0.0"
"","Odisha","3927","0","72.9","25.9","1.0","267","0.0"
"","West Bengal","5930","0","111.0","26.7","1.8","309","0.0"
"","Sikkim","87","0","1.6","1.7","-0.1","18","0.0"
"NER","Arunachal Pradesh","108","2","2.1","1.8","0.4","88","0.0"
"","Assam","1342","15","23.0","16.8","1.6","134","0.0"
"","Manipur","179","2","2.6","2.9","-0.3","27","0.0"
"","Meghalaya","343","0","6.3","5.3","0.0","42","0.0"
"","Mizoram","96","2","1.4","1.4","-0.5","29","0.0"
"","Nagaland","112","3","2.1","1.9","0.1","29","0.0"
"","Tripura","218","1","3.3","1.1","0.2","70","0.0"
