"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","8582","0","189.5","125.9","0.4","195","0.0"
"","Haryana","8001","0","155.9","114.4","-0.2","146","0.0"
"","Rajasthan","8292","0","173.3","61.3","0.8","291","0.0"
"","Delhi","5311","0","107.4","84.0","-1.3","167","0.0"
"","UP","16905","150","346.5","156.5","2.2","295","0.0"
"","Uttarakhand","1825","0","39.0","12.4","-1.1","166","0.0"
"","HP","1287","0","26.5","-1.6","2.3","201","0.1"
"","J&K","1931","483","37.4","13.6","-2.2","85","8.9"
"","Chandigarh","282","0","5.5","6.5","-1.0","0","0.0"
"WR","Chhattisgarh","3922","0","86.2","39.6","1.4","393","0.0"
"","Gujarat","11312","0","254.8","49.1","2.5","1023","0.0"
"","MP","7433","0","160.5","104.1","3.5","749","0.0"
"","Maharashtra","19122","0","418.5","118.4","2.9","401","0.0"
"","Goa","407","0","9.0","8.5","0.5","75","0.0"
"","DD","316","0","7.1","6.3","0.8","71","0.0"
"","DNH","728","0","16.7","16.7","0.0","19","0.0"
"","Essar steel","311","0","5.7","5.4","0.3","132","0.0"
"SR","Andhra Pradesh","7415","0","161","32","3.3","461","0.0"
"","Telangana","9094","0","196","112","-1.2","367","0.0"
"","Karnataka","8970","0","204","81","6.8","694","0.0"
"","Kerala","3304","0","67","54","1.5","225","0.0"
"","Tamil Nadu","13380","0","294","96","-2.1","474","0.0"
"","Pondy","352","0","7","7","-0.1","47","0.0"
"ER","Bihar","4110","0","75.7","72.3","-0.7","389","0.2"
"","DVC","2758","0","63.9","-29.4","4.4","345","0.6"
"","Jharkhand","1126","0","22.8","14.7","0.6","135","0.0"
"","Odisha","3915","0","80.2","23.9","1.3","365","0.0"
"","West Bengal","7561","0","148.0","61.9","1.3","402","0.0"
"","Sikkim","98","0","1.3","1.0","0.2","25","0.0"
"NER","Arunachal Pradesh","130","2","2.1","2.6","-0.6","6","0.0"
"","Assam","1604","141","32.0","23.9","3.6","185","1.1"
"","Manipur","158","2","2.0","2.1","0.0","30","0.0"
"","Meghalaya","254","0","4.6","-0.2","-0.5","36","0.0"
"","Mizoram","77","3","1.3","1.2","0.0","11","0.0"
"","Nagaland","95","5","2.1","1.9","0.0","15","0.0"
"","Tripura","258","3","4.6","3.2","0.8","86","0.0"
