"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","9123","0","205.8","117.1","3.0","394"
"","Haryana","7438","0","158.3","102.7","-2.0","162"
"","Rajasthan","6985","0","154.7","36.6","-0.8","267"
"","Delhi","4643","0","97.9","77.1","-1.7","182"
"","UP","10624","-3240","240.3","115.3","0.0","419"
"","Uttarakhand","1520","-70","28.0","16.8","0.7","233"
"","HP","1180","0","24.6","-0.1","0.2","96"
"","J&K","1851","-100","33.1","18.7","-0.3","188"
"","Chandigarh","226","0","4.8","5.1","-0.4","16"
"WR","Chhattisgarh","2925","130","68.0","19.8","-0.1","227"
"","Gujarat","10090","0","218.4","33.6","-2.1","342"
"","MP","5876","0","122.3","70.4","-1.0","514"
"","Maharashtra","15927","53","351.8","82.4","-0.9","360"
"","Goa","342","0","7.6","6.8","0.4","59"
"","DD","266","0","5.9","5.2","0.7","93"
"","DNH","628","0","14.3","15.0","-0.6","40"
"","Essar steel","183","0","2.8","3.4","-0.6","108"
"SR","Andhra Pradesh","5725","300","132.6","32.4","4.3","396"
"","Telangana","5443","500","123.7","71.0","3.4","417"
"","Karnataka","7364","300","150.4","18.4","0.5","303"
"","Kerala","3024","150","56.0","23.8","2.4","238"
"","Tamil Nadu","12761","0","278.3","72.2","1.5","371"
"","Pondy","293","0","6.5","6.5","0.0","23"
"ER","Bihar","2406","0","48.8","46.5","-0.3","285"
"","DVC","2502","0","58.3","-6.7","2.1","325"
"","Jharkhand","1023","0","20.8","13.9","-1.1","85"
"","Odisha","3711","0","65.5","29.5","-1.6","389"
"","West Bengal","7315","0","143.1","41.8","0.2","425"
"","Sikkim","87","0","1.0","1.1","-0.1","40"
"NER","Arunachal Pradesh","105","5","1.6","1.7","-0.1","43"
"","Assam","1076","273","24.6","14.8","4.5","194"
"","Manipur","111","9","1.6","2.1","-0.5","43"
"","Meghalaya","268","17","3.6","0.2","-0.1","142"
"","Mizoram","73","2","1.2","1.2","-0.2","12"
"","Nagaland","105","3","1.6","1.5","-0.1","30"
"","Tripura","211","3","3.0","1.6","-0.5","117"
