"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","7000","0","144.5","74.2","-2.2","13","0.0"
"","Haryana","7698","0","148.6","118.6","0.2","280","0.0"
"","Rajasthan","9977","0","222.4","72.0","-0.7","394","0.0"
"","Delhi","4836","0","100.5","85.6","-1.0","217","0.0"
"","UP","19405","0","393.3","183.2","-0.1","702","0.0"
"","Uttarakhand","1937","0","41.8","18.4","0.6","95","0.0"
"","HP","1311","3","26.9","7.0","1.6","149","0.0"
"","J&K","2245","561","46.2","27.9","0.7","300","10.9"
"","Chandigarh","206","0","4.4","5.1","-0.7","0","0.0"
"WR","Chhattisgarh","4174","0","94.8","49.4","-3.0","405","0.0"
"","Gujarat","16927","0","377.9","105.5","3.9","565","0.0"
"","MP","9224","0","210.0","111.1","0.0","643","0.0"
"","Maharashtra","21925","0","485.1","144.7","-0.6","302","0.0"
"","Goa","541","0","11.6","11.1","-0.1","33","0.0"
"","DD","315","0","7.1","6.9","0.2","31","0.0"
"","DNH","783","0","18.3","18.2","-0.1","157","0.0"
"","Essar steel","349","0","6.3","5.7","0.6","286","0.0"
"SR","Andhra Pradesh","8986","0","189.4","48.5","0.3","563","0.0"
"","Telangana","7829","0","168.8","49.0","0.4","498","0.0"
"","Karnataka","11430","0","224.5","72.8","2.3","641","0.0"
"","Kerala","3872","0","80.8","55.4","1.3","199","0.0"
"","Tamil Nadu","15428","0","346.6","151.7","1.3","618","0.0"
"","Pondy","413","20","8.8","8.8","0.0","58","0.1"
"ER","Bihar","4954","0","80.4","78.5","-0.7","190","0.0"
"","DVC","3072","0","59.5","-35.0","-0.2","240","0.0"
"","Jharkhand","1082","0","18.7","9.3","-0.6","100","0.0"
"","Odisha","3021","0","55.8","16.5","-2.0","220","0.0"
"","West Bengal","6825","0","103.6","32.3","-1.7","290","0.0"
"","Sikkim","98","0","1.1","1.7","-0.5","15","0.0"
"NER","Arunachal Pradesh","114","5","2.0","2.1","0.0","90","0.0"
"","Assam","877","156","18.7","13.3","1.1","107","6.7"
"","Manipur","158","6","2.3","2.1","0.2","30","0.0"
"","Meghalaya","240","0","4.7","1.7","-0.2","96","0.0"
"","Mizoram","64","5","1.5","1.3","0.1","15","0.0"
"","Nagaland","105","3","2.0","1.9","0.0","23","0.0"
"","Tripura","155","12","2.4","1.8","-0.3","109","0.2"
