"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","8434","0","179.7","99.4","-6.8","110","0.0"
"","Haryana","8234","19","181.4","121.4","1.7","308","0.1"
"","Rajasthan","11494","0","252.6","73.8","4.6","536","0.6"
"","Delhi","6535","0","134.1","107.6","-2.2","139","0.0"
"","UP","18891","0","411.9","185.2","2.2","454","2.4"
"","Uttarakhand","2084","0","45.7","20.9","1.4","325","0.0"
"","HP","1389","0","26.4","2.1","1.5","164","0.0"
"","J&K","2052","513","38.4","17.4","-3.7","283","6.4"
"","Chandigarh","352","0","6.6","7.1","-0.5","18","0.0"
"WR","Chhattisgarh","3558","0","78.1","20.3","-5.1","146","0.0"
"","Gujarat","16696","0","366.9","153.7","4.6","778","0.0"
"","MP","8355","0","190.5","93.9","-2.4","478","0.0"
"","Maharashtra","21163","0","453.0","137.4","1.7","590","0.0"
"","Goa","469","0","10.3","9.9","-0.1","21","0.0"
"","DD","348","0","7.8","7.0","0.8","98","0.0"
"","DNH","780","0","18.2","17.6","0.6","63","0.0"
"","Essar steel","372","0","7.2","6.8","0.4","219","0.0"
"SR","Andhra Pradesh","8067","0","170.4","48.2","0.6","742","0.0"
"","Telangana","7026","0","147.2","71.5","1.0","666","0.0"
"","Karnataka","7964","0","161.9","53.6","-1.0","402","0.0"
"","Kerala","3440","0","67.4","50.3","0.6","194","0.0"
"","Tamil Nadu","14520","0","314.1","119.6","0.0","719","0.0"
"","Pondy","366","0","7.6","8.2","-0.6","43","0.0"
"ER","Bihar","4964","0","94.0","90.2","1.0","310","0.0"
"","DVC","3072","0","72.3","-56.1","-0.5","196","0.0"
"","Jharkhand","1115","0","25.4","16.7","2.8","136","0.0"
"","Odisha","4447","0","90.5","37.5","0.0","170","0.0"
"","West Bengal","8500","0","174.0","49.1","2.8","270","0.0"
"","Sikkim","91","0","1.1","1.1","0.0","27","0.0"
"NER","Arunachal Pradesh","121","0","2.1","2.1","0.0","52","0.0"
"","Assam","1690","56","32.0","26.4","1.6","204","0.6"
"","Manipur","162","3","2.3","2.1","0.2","29","0.0"
"","Meghalaya","275","0","4.9","2.4","-0.1","43","0.0"
"","Mizoram","86","0","1.5","1.0","0.2","19","0.0"
"","Nagaland","112","2","2.1","1.7","0.2","21","0.0"
"","Tripura","266","6","4.5","3.9","0.8","37","0.1"
