"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8497","400","188.4","125.2","-0.7","150"
"","Haryana","7622","0","165.3","117.0","0.1","364"
"","Rajasthan","6708","0","146.7","61.9","-3.0","215"
"","Delhi","4580","8","97.9","76.2","-2.0","272"
"","UP","11109","1900","240.5","124.1","-5.8","328"
"","Uttarakhand","1508","155","33.5","20.0","0.1","70"
"","HP","1190","0","24.7","1.2","0.1","83"
"","J&K","1656","100","30.7","19.5","-2.6","84"
"","Chandigarh","282","0","5.9","5.9","0.0","24"
"WR","Chhattisgarh","2809","10","61.1","26.7","-0.2","241"
"","Gujarat","8962","34","196.9","28.4","3.9","380"
"","MP","5645","12","116.3","40.1","-3.2","360"
"","Maharashtra","13544","80","297.2","78.1","-1.6","461"
"","Goa","355","1","7.3","6.4","0.6","58"
"","DD","235","0","5.8","5.5","0.2","40"
"","DNH","589","1","14.1","13.3","0.8","53"
"","Essar steel","473","3","9.6","9.9","-0.3","0"
"SR","Andhra Pradesh","9046","800","205.5","78.2","1.8","522"
"","Karnataka","6642","600","138.8","17.5","0.1","171"
"","Kerala","2856","150","52.4","29.1","1.7","197"
"","Tamil Nadu","11369","599","251.5","72.6","1.8","321"
"","Pondy","316","0","6.4","7.4","-0.9","1"
"ER","Bihar","1987","0","40.8","40.9","-0.1","305"
"","DVC","2585","0","57.9","-25.0","-2.8","380"
"","Jharkhand","932","0","17.7","13.2","-2.8","0"
"","Odisha","3602","0","70.9","15.3","7.9","660"
"","West Bengal","6862","0","133.9","38.5","6.0","290"
"","Sikkim","84","0","1.1","1.0","0.2","12"
"NER","Arunachal Pradesh","93","7","1.2","1.0","0.1","47"
"","Assam","1125","152","22.2","12.7","4.3","271"
"","Manipur","93","2","1.4","1.9","-0.6","17"
"","Meghalaya","260","15","4.2","-0.7","0.0","59"
"","Mizoram","59","1","0.9","0.9","0.1","23"
"","Nagaland","89","2","1.3","1.0","-0.1","28"
"","Tripura","198","25","3.1","1.3","0.0","49"
