"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","11442","0","261.7","141.5","-0.7","96","0.0"
"","Haryana","9534","0","204.2","145.7","1.8","296","0.0"
"","Rajasthan","10497","305","233.1","74.5","1.1","352","0.4"
"","Delhi","6373","0","123.3","97.2","0.0","191","0.2"
"","UP","19237","180","424.5","202.2","2.0","541","2.1"
"","Uttarakhand","2039","0","44.2","17.5","1.4","211","0.0"
"","HP","1195","47","23.7","-0.2","0.8","196","1.2"
"","J&K","2175","544","45.2","21.1","-1.1","183","10.7"
"","Chandigarh","278","0","5.6","6.3","-0.7","0","0.0"
"WR","Chhattisgarh","3515","0","80.7","27.5","-2.8","198","0.0"
"","Gujarat","13667","0","312.4","94.3","5.9","887","0.0"
"","MP","7502","0","168.8","76.7","0.4","378","0.0"
"","Maharashtra","17209","0","383.1","102.8","-1.3","529","0.0"
"","Goa","351","0","8.2","7.5","0.0","33","0.0"
"","DD","304","0","6.9","5.8","1.1","93","0.0"
"","DNH","729","0","17.1","16.3","0.9","106","0.0"
"","Essar steel","606","0","12.5","12.5","0.1","256","0.0"
"SR","Andhra Pradesh","6593","0","152.2","14.1","1.0","441","0.0"
"","Telangana","6348","0","135.8","69.4","0.3","452","0.0"
"","Karnataka","7947","0","163.5","46.3","-4.2","357","0.0"
"","Kerala","2992","0","58.5","42.0","0.5","239","0.0"
"","Tamil Nadu","12991","0","294.9","90.6","0.6","520","0.0"
"","Pondy","346","0","7.3","7.5","-0.3","21","0.0"
"ER","Bihar","4888","0","94.0","89.3","2.1","280","0.0"
"","DVC","3273","0","69.5","-41.9","-0.2","311","0.0"
"","Jharkhand","1135","0","23.3","17.9","-0.1","140","0.0"
"","Odisha","3898","0","74.7","32.0","1.5","220","0.0"
"","West Bengal","8147","0","164.9","46.6","4.0","310","0.0"
"","Sikkim","70","0","0.9","1.3","-0.4","7","0.0"
"NER","Arunachal Pradesh","124","4","2.1","2.4","-0.3","13","0.0"
"","Assam","1642","69","31.4","24.3","1.3","168","1.0"
"","Manipur","160","5","2.3","2.6","-0.3","2","0.0"
"","Meghalaya","304","1","5.5","0.4","-0.1","34","0.0"
"","Mizoram","83","5","1.5","0.8","0.2","0","0.0"
"","Nagaland","111","4","2.3","2.2","-0.1","0","0.0"
"","Tripura","264","2","5.0","4.2","-0.4","42","0.0"
