"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","10184","0","229.2","111.2","-1.2","87","4.6"
"","Haryana","8800","0","191.0","128.8","3.1","324","4.3"
"","Rajasthan","9886","0","225.6","65.8","0.5","413","1.9"
"","Delhi","6204","0","126.6","97.2","-0.1","288","0.0"
"","UP","18236","60","405.5","168.4","2.9","474","6.2"
"","Uttarakhand","2124","0","50.3","18.2","1.7","258","1.9"
"","HP","1426","0","28.1","7.8","3.1","389","0.0"
"","J&K","2041","510","42.2","16.7","0.3","230","10.0"
"","Chandigarh","296","0","5.8","5.7","0.2","43","0.0"
"WR","Chhattisgarh","3632","0","84.5","17.4","-2.1","231","0.0"
"","Gujarat","16816","0","368.1","143.2","2.2","309","0.0"
"","MP","8112","0","178.0","66.3","0.6","476","0.0"
"","Maharashtra","20338","0","450.9","137.6","-2.4","405","0.0"
"","Goa","426","0","8.9","8.3","0.0","35","0.0"
"","DD","344","0","7.6","6.3","1.4","91","0.0"
"","DNH","748","0","17.1","16.6","0.5","83","0.0"
"","Essar steel","526","0","10.7","10.4","0.3","187","0.0"
"SR","Andhra Pradesh","9188","0","188.2","31.8","3.6","719","0.0"
"","Telangana","7616","0","160.9","67.7","1.5","563","0.0"
"","Karnataka","8383","0","178.6","53.9","1.6","587","0.0"
"","Kerala","3215","0","63.9","40.2","0.2","212","0.0"
"","Tamil Nadu","15183","0","325.4","100.8","0.1","818","0.0"
"","Pondy","384","0","7.9","8.2","-0.3","51","0.0"
"ER","Bihar","4870","0","94.6","91.0","0.9","435","0.0"
"","DVC","2785","0","67.6","-26.6","-0.1","345","0.0"
"","Jharkhand","1084","0","23.7","17.7","-0.3","170","0.0"
"","Odisha","4676","0","95.6","42.2","1.8","345","0.0"
"","West Bengal","8598","0","171.4","64.2","-0.7","435","0.0"
"","Sikkim","83","0","1.4","1.1","0.2","20","0.0"
"NER","Arunachal Pradesh","122","2","2.0","2.3","-0.2","45","0.0"
"","Assam","1721","30","30.0","22.5","2.6","146","0.9"
"","Manipur","170","2","2.2","2.4","-0.3","49","0.0"
"","Meghalaya","289","0","5.8","-0.2","0.3","32","0.0"
"","Mizoram","89","1","1.6","0.8","0.2","9","0.0"
"","Nagaland","124","1","2.1","1.9","0.0","35","0.0"
"","Tripura","264","2","4.8","3.1","0.7","73","0.0"
