"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5789","0","111.3","64.4","-0.3","177"
"","Haryana","6344","218","118.7","95.7","-0.3","279"
"","Rajasthan","8305","472","179.1","73.0","-0.1","188"
"","Delhi","4231","6","86.7","74.2","-1.6","113"
"","UP","15818","0","324.9","133.2","2.3","360"
"","Uttarakhand","1874","0","34.9","18.2","0.0","195"
"","HP","1270","0","25.1","10.8","1.5","197"
"","J&K","1941","485","40.7","22.9","-2.0","203"
"","Chandigarh","195","0","3.9","4.0","0.0","49"
"WR","Chhattisgarh","3956","0","92.6","34.7","1.5","313"
"","Gujarat","15485","0","341.2","68.7","-0.9","411"
"","MP","8366","0","183.7","113.5","-2.0","243"
"","Maharashtra","22687","0","496.6","149.8","-1.2","479"
"","Goa","489","0","10.7","9.3","1.0","143"
"","DD","303","0","6.9","6.1","0.8","65"
"","DNH","744","0","16.9","16.2","0.6","72"
"","Essar steel","402","0","7.8","7.5","0.2","154"
"SR","Andhra Pradesh","7385","0","168.7","34.9","5.7","387"
"","Telangana","8193","0","174.7","75.1","-0.4","198"
"","Karnataka","9969","0","217.8","86.3","2.4","495"
"","Kerala","3195","0","72.9","55.9","1.6","300"
"","Tamil Nadu","14702","0","329.0","168.3","0.6","651"
"","Pondy","350","0","7.8","8.0","-0.2","53"
"ER","Bihar","3776","100","69.9","65.0","2.7","385"
"","DVC","3029","0","66.2","-40.2","-0.3","315"
"","Jharkhand","1108","0","24.6","16.7","1.4","195"
"","Odisha","8386","0","89.0","23.6","1.0","419"
"","West Bengal","8533","0","165.3","50.8","1.3","475"
"","Sikkim","74","0","1.9","1.7","0.1","20"
"NER","Arunachal Pradesh","94","2","2.1","1.6","0.5","44"
"","Assam","1442","38","23.8","16.7","3.5","250"
"","Manipur","148","2","2.4","2.0","0.5","13"
"","Meghalaya","277","0","4.8","2.8","-0.1","35"
"","Mizoram","80","2","1.4","0.9","0.4","33"
"","Nagaland","110","2","2.2","1.5","0.5","53"
"","Tripura","242","5","3.9","2.2","0.7","81"
