"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","3944","0","77.6","47.4","-0.2","353"
"","Haryana","5113","0","80.9","57.2","-0.4","275"
"","Rajasthan","8543","0","183.7","57.7","2.4","351"
"","Delhi","2855","0","52.6","48.2","0.3","200"
"","UP","11178","800","211.0","92.1","0.7","605"
"","Uttarakhand","1567","0","28.3","20.0","0.1","206"
"","HP","1243","0","23.0","19.1","0.0","137"
"","J&K","2013","503","40.0","33.6","-0.4","223"
"","Chandigarh","161","0","2.9","3.0","0.3","30"
"WR","Chhattisgarh","3431","96","79.4","29.1","-0.7","0"
"","Gujarat","12782","0","288.3","66.1","4.7","0"
"","MP","7892","0","166.3","95.4","-2.6","0"
"","Maharashtra","17785","4","388.4","106.4","1.5","0"
"","Goa","399","0","8.4","6.0","1.8","0"
"","DD","295","0","6.7","5.5","1.2","0"
"","DNH","697","0","16.4","16.4","0.1","0"
"","Essar steel","511","0","10.4","9.7","0.7","0"
"SR","Andhra Pradesh","6876","0","153.6","21.8","2.0","471"
"","Telangana","5988","0","135.7","74.7","1.2","486"
"","Karnataka","8565","800","195.3","61.2","2.7","410"
"","Kerala","3435","0","66.0","48.0","1.9","280"
"","Tamil Nadu","12966","0","286.7","139.4","1.5","307"
"","Pondy","317","0","8.6","6.5","2.1","21"
"ER","Bihar","3301","50","61.6","59.9","-0.6","100"
"","DVC","2671","0","58.3","-23.0","0.4","140"
"","Jharkhand","1119","0","21.0","10.9","0.1","150"
"","Odisha","3717","0","73.0","19.7","1.6","180"
"","West Bengal","6740","45","134.8","30.3","1.1","200"
"","Sikkim","90","0","1.2","1.1","0.1","30"
"NER","Arunachal Pradesh","113","2","1.9","1.5","0.4","39"
"","Assam","1272","44","19.8","14.1","1.0","259"
"","Manipur","130","3","2.2","1.9","0.2","27"
"","Meghalaya","306","0","5.2","4.1","-0.1","85"
"","Mizoram","85","1","1.2","0.9","0.3","33"
"","Nagaland","102","4","1.8","1.4","0.3","53"
"","Tripura","231","1","3.2","0.7","0.3","47"
