"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","7737","0","170.5","68.7","0.1","157"
"","Haryana","7575","0","151.7","88.8","0.3","263"
"","Rajasthan","8918","0","199.4","62.8","0.7","254"
"","Delhi","4251","0","90.0","78.6","1.3","204"
"","UP","12880","3765","271.9","118.7","11.4","1375"
"","Uttarakhand","1818","0","36.7","17.0","1.5","226"
"","HP","1286","0","24.5","12.6","1.1","141"
"","J&K","1940","485","36.4","23.7","0.7","301"
"","Chandigarh","228","0","4.5","4.7","0.3","22"
"WR","Chhattisgarh","3731","96","87.9","35.3","1.7","186"
"","Gujarat","14141","0","317.8","74.9","-1.7","353"
"","MP","8372","0","193.4","111.0","-2.2","435"
"","Maharashtra","17829","26","395.3","109.2","-5.0","461"
"","Goa","452","0","9.4","8.5","0.5","61"
"","DD","283","0","6.4","6.6","-0.2","32"
"","DNH","688","0","15.6","16.2","-0.6","33"
"","Essar steel","171","0","2.9","2.4","0.5","121"
"SR","Andhra Pradesh","5865","0","123.0","20.2","2.5","539"
"","Telangana","6163","0","140.0","93.3","0.5","147"
"","Karnataka","6345","1200","129.3","24.5","3.1","450"
"","Kerala","3201","0","58.4","41.1","0.6","330"
"","Tamil Nadu","11847","0","246.1","110.6","-2.3","653"
"","Pondy","288","0","5.7","6.1","-0.4","22"
"ER","Bihar","3382","200","71.2","68.5","0.4","25"
"","DVC","2409","0","56.6","-8.6","-0.6","150"
"","Jharkhand","1090","0","23.9","12.4","-0.5","75"
"","Odisha","3718","0","70.9","19.3","0.7","350"
"","West Bengal","7843","80","158.5","61.9","-0.4","200"
"","Sikkim","91","0","1.3","0.8","0.5","30"
"NER","Arunachal Pradesh","114","1","2.0","1.6","0.3","32"
"","Assam","1238","123","26.4","18.2","3.0","220"
"","Manipur","145","2","2.1","2.3","0.0","45"
"","Meghalaya","292","1","4.7","1.3","-1.1","58"
"","Mizoram","79","0","1.1","1.3","-0.1","23"
"","Nagaland","109","1","1.7","1.4","0.4","25"
"","Tripura","258","0","3.7","2.2","0.8","112"
