"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","7320","0","156.8","101.6","0.6","160"
"","Haryana","6130","0","137.1","81.7","0.2","301"
"","Rajasthan","7523","0","167.3","64.1","-1.9","262"
"","Delhi","4996","34","104.9","78.3","-3.2","229"
"","UP","11691","1880","248.6","118.5","-0.2","419"
"","Uttarakhand","1628","70","36.0","17.7","0.9","93"
"","HP","1192","13","25.2","4.6","-1.6","84"
"","J&K","1406","100","30.1","20.0","-3.3","25"
"","Chandigarh","327","0","6.2","5.5","0.6","63"
"WR","Chhattisgarh","2916","60","68.2","18.1","0.5","124"
"","Gujarat","11605","48","263.8","47.5","-4.6","605"
"","MP","6891","10","140.9","78.0","-3.1","88"
"","Maharashtra","16710","83","374.2","118.6","5.9","596"
"","Goa","378","50","8.3","7.0","0.9","31"
"","DD","251","0","5.9","6.0","-0.1","10"
"","DNH","584","1","13.8","13.5","0.3","20"
"SR","Andhra Pradesh","11301","2500","243.0","90.0","3.6","539"
"","Karnataka","7489","500","150.8","22.0","1.0","316"
"","Kerala","2939","500","59.2","44.1","2.1","273"
"","Tamil Nadu","11665","558","260.4","61.9","-0.7","261"
"","Pondy","308","0","6.5","7.5","-1.0","13"
"ER","Bihar","1768","450","38.8","39.7","-0.9","60"
"","DVC","2643","0","59.1","-25.6","-0.6","100"
"","Jharkhand","1016","0","22.1","11.8","0.7","30"
"","Odisha","3706","0","72.8","8.5","0.5","380"
"","West Bengal","6277","13","125.3","40.5","-0.6","300"
"","Sikkim","109","0","1.3","1.1","0.2","25"
"NER","Arunachal Pradesh","88","2","1.1","1.1","-0.1","22"
"","Assam","952","238","18.4","12.4","1.3","75"
"","Manipur","103","2","1.6","1.7","-0.2","15"
"","Meghalaya","272","10","4.9","1.9","0.3","33"
"","Mizoram","49","6","1.0","0.9","0.1","12"
"","Nagaland","80","0","1.2","1.2","-0.1","24"
"","Tripura","186","9","2.5","1.5","-0.6","33"
