"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","8003","0","162.6","93.0","-2.1","98","0.0"
"","Haryana","8956","0","184.2","123.2","-0.2","238","0.0"
"","Rajasthan","12041","0","268.1","76.3","-0.1","544","0.0"
"","Delhi","6479","0","131.8","112.0","-0.5","218","0.1"
"","UP","20910","720","444.2","195.4","-0.5","446","0.0"
"","Uttarakhand","2164","0","46.6","17.8","-0.6","171","0.0"
"","HP","1393","0","28.1","1.6","0.0","467","0.1"
"","J&K","2284","571","42.4","24.4","-2.7","153","10.1"
"","Chandigarh","299","0","5.2","7.2","-2.1","34","0.0"
"WR","Chhattisgarh","3929","0","90.6","38.1","2.0","520","0.0"
"","Gujarat","18012","0","394.8","112.7","5.8","529","0.0"
"","MP","9798","0","223.0","111.7","0.0","719","0.0"
"","Maharashtra","22909","0","495.4","128.6","0.0","974","0.0"
"","Goa","541","0","12.3","11.2","0.5","41","0.0"
"","DD","340","0","7.5","7.3","0.2","38","0.0"
"","DNH","760","0","17.6","17.5","0.1","208","0.0"
"","Essar steel","292","0","5.8","5.8","0.0","263","0.0"
"SR","Andhra Pradesh","8907","0","183.4","42.4","0.9","492","0.0"
"","Telangana","7572","0","154.8","42.8","1.8","496","0.0"
"","Karnataka","9600","0","197.4","59.8","1.0","490","0.0"
"","Kerala","3913","0","82.5","62.0","1.3","197","0.0"
"","Tamil Nadu","15080","0","343.5","135.3","0.3","497","0.0"
"","Pondy","438","0","9.1","9.1","0.0","79","0.0"
"ER","Bihar","5245","0","104.1","100.3","0.0","90","0.0"
"","DVC","3041","0","66.5","-37.5","-0.9","60","0.0"
"","Jharkhand","1112","0","24.8","16.3","-0.8","80","0.0"
"","Odisha","4336","0","88.1","33.5","-1.2","310","0.0"
"","West Bengal","8280","0","167.4","46.3","1.4","230","0.0"
"","Sikkim","85","0","1.1","1.3","-0.3","15","0.0"
"NER","Arunachal Pradesh","120","3","2.2","2.2","0.1","20","0.0"
"","Assam","1560","40","26.6","21.6","0.8","107","1.6"
"","Manipur","160","4","2.5","2.0","0.5","31","0.0"
"","Meghalaya","318","5","5.8","3.2","-0.3","60","0.0"
"","Mizoram","92","6","1.9","1.3","0.2","14","0.0"
"","Nagaland","124","5","2.1","2.1","-0.1","32","0.0"
"","Tripura","254","8","4.5","3.6","0.1","64","0.0"
