"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5531","0","111.7","43.6","-1.3","130","0.0"
"","Haryana","6099","0","124.3","84.1","-0.1","102","0.0"
"","Rajasthan","10998","0","227.1","61.3","-1.1","122","0.0"
"","Delhi","3440","0","59.8","54.6","-1.3","172","0.0"
"","UP","12858","700","267.3","119.5","-0.1","259","0.0"
"","Uttarakhand","1905","0","35.7","19.6","-0.6","116","0.0"
"","HP","1576","0","28.0","20.6","0.1","105","0.0"
"","J&K","2311","578","46.4","39.0","0.5","251","11.0"
"","Chandigarh","186","0","3.1","3.4","-0.4","-2","0.0"
"WR","Chhattisgarh","4066","0","92.2","41.7","-0.9","630","0.5"
"","Gujarat","15309","0","332.8","103.9","2.4","511","0.0"
"","MP","11502","0","216.5","105.7","-0.5","744","0.0"
"","Maharashtra","20816","0","442.2","138.3","-0.4","460","0.0"
"","Goa","522","0","9.9","9.8","0.1","41","0.0"
"","DD","336","0","7.6","7.1","0.5","41","0.0"
"","DNH","777","0","18.2","18.3","-0.1","48","0.0"
"","Essar steel","330","0","6.6","6.5","0.1","267","0.0"
"SR","Andhra Pradesh","8832","0","197.4","77.2","1.5","942","0.0"
"","Telangana","9935","0","215.9","100.7","0.8","928","0.0"
"","Karnataka","11982","0","244.0","74.2","-0.8","473","0.0"
"","Kerala","3637","0","78.3","56.9","0.3","242","0.0"
"","Tamil Nadu","15240","0","344.7","184.1","-0.8","426","0.0"
"","Pondy","326","50","7.2","7.3","-0.1","36","1.0"
"ER","Bihar","4130","0","70.8","65.1","0.3","460","0.0"
"","DVC","3147","0","66.1","-43.2","-0.7","396","0.0"
"","Jharkhand","1031","0","23.6","18.1","-1.1","169","0.0"
"","Odisha","4412","0","85.1","31.7","0.2","267","0.0"
"","West Bengal","7184","0","129.0","33.1","-0.6","309","0.0"
"","Sikkim","100","0","1.4","1.6","-0.2","18","0.0"
"NER","Arunachal Pradesh","129","2","2.3","2.1","0.2","65","0.0"
"","Assam","1409","22","22.5","18.0","0.7","190","0.0"
"","Manipur","177","3","2.4","2.5","-0.2","27","0.0"
"","Meghalaya","356","0","6.6","5.1","0.0","39","0.0"
"","Mizoram","91","1","1.6","1.3","0.1","16","0.0"
"","Nagaland","127","3","1.9","1.7","0.1","33","0.0"
"","Tripura","208","1","3.2","0.8","0.5","112","0.0"
