"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4687","0","89.3","41.3","0.0","115"
"","Haryana","5085","57","88.6","56.1","-1.7","261"
"","Rajasthan","7760","0","171.3","70.9","0.3","183"
"","Delhi","3078","42","60.3","45.6","-1.2","163"
"","UP","10641","1771","227.2","101.7","-2.8","287"
"","Uttarakhand","1553","75","31.6","21.5","0.7","137"
"","HP","1297","0","24.4","13.6","-0.5","62"
"","J&K","1616","100","35.5","25.2","-1.6","27"
"","Chandigarh","176","0","3.3","3.3","-0.1","15"
"WR","Chhattisgarh","3417","60","79.0","26.4","1.4","349"
"","Gujarat","12083","27","265.5","72.1","-3.2","334"
"","MP","6927","22","147.9","71.2","-1.4","276"
"","Maharashtra","18744","309","406.3","132.9","0.9","452"
"","Goa","387","51","8.7","7.9","0.1","56"
"","DD","265","1","6.2","6.0","0.2","13"
"","DNH","614","2","14.2","14.3","-0.1","20"
"","Essar steel","615","2","13.1","13.0","0.1","102"
"SR","Andhra Pradesh","12360","1500","278.1","91.0","3.8","460"
"","Karnataka","9051","500","202.4","26.6","0.8","299"
"","Kerala","3463","150","67.4","24.5","1.8","373"
"","Tamil Nadu","14028","1926","267.0","91.0","2.5","461"
"","Pondy","318","0","6.6","6.6","0.0","46"
"ER","Bihar","2047","32","39.5","34.7","1.8","195"
"","DVC","2507","0","55.6","-6.6","0.0","245"
"","Jharkhand","941","0","19.2","11.6","-1.8","65"
"","Odisha","3820","0","78.1","17.4","-1.0","345"
"","West Bengal","7009","0","140.7","43.6","-1.3","375"
"","Sikkim","59","0","0.7","1.4","-0.8","20"
"NER","Arunachal Pradesh","105","5","1.6","1.5","0.1","32"
"","Assam","1136","77","19.5","12.5","2.0","162"
"","Manipur","110","5","1.6","1.6","0.0","21"
"","Meghalaya","246","14","4.0","3.1","0.4","103"
"","Mizoram","79","1","1.1","1.0","-0.1","22"
"","Nagaland","99","1","1.6","1.5","-0.2","17"
"","Tripura","236","0","3.0","0.6","0.0","91"
