"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","7611","0","168.9","89.3","-1.7","43","0.0"
"","Haryana","7956","0","170.7","131.6","-0.4","249","1.2"
"","Rajasthan","10792","0","242.0","82.2","-0.4","268","0.0"
"","Delhi","5760","0","117.1","100.3","-1.0","160","0.1"
"","UP","20441","840","419.6","195.0","0.2","818","4.0"
"","Uttarakhand","2084","0","43.8","19.5","-0.1","146","0.0"
"","HP","1332","0","28.0","5.2","0.7","136","0.0"
"","J&K","2300","575","47.2","26.5","0.0","177","11.1"
"","Chandigarh","282","0","5.4","6.1","-0.7","0","0.0"
"WR","Chhattisgarh","4275","0","97.0","48.6","-1.3","215","0.0"
"","Gujarat","17232","0","376.2","95.6","4.6","794","0.0"
"","MP","9401","0","213.5","102.0","0.0","734","0.0"
"","Maharashtra","22047","0","496.2","141.3","-0.3","468","0.0"
"","Goa","541","0","10.7","11.3","-1.2","42","0.0"
"","DD","329","0","7.2","7.0","0.2","79","0.0"
"","DNH","785","0","18.3","18.2","0.1","60","0.0"
"","Essar steel","245","0","4.9","5.7","-0.8","147","0.0"
"SR","Andhra Pradesh","9601","0","201.7","43.8","-0.7","407","0.0"
"","Telangana","8013","0","172.5","51.4","2.0","421","0.0"
"","Karnataka","11165","0","228.3","57.1","-0.6","509","0.0"
"","Kerala","3988","0","83.1","57.1","0.9","209","0.0"
"","Tamil Nadu","14939","0","332.9","141.6","1.8","980","0.0"
"","Pondy","380","30","8.1","8.2","-0.1","52","0.0"
"ER","Bihar","5460","0","100.3","97.6","-0.1","400","0.0"
"","DVC","3170","0","67.9","-51.1","0.3","300","0.0"
"","Jharkhand","1249","0","27.5","18.0","0.0","170","0.0"
"","Odisha","3966","0","82.2","24.9","-0.3","350","0.0"
"","West Bengal","9341","0","194.6","61.9","1.2","550","0.0"
"","Sikkim","100","0","1.4","1.5","-0.1","25","0.0"
"NER","Arunachal Pradesh","112","1","2.2","2.5","-0.3","29","0.0"
"","Assam","1442","96","23.1","19.1","0.2","158","3.0"
"","Manipur","170","2","2.6","2.4","0.3","22","0.0"
"","Meghalaya","322","0","5.5","2.2","0.1","70","0.0"
"","Mizoram","93","1","1.6","1.5","0.1","16","0.0"
"","Nagaland","110","0","2.3","2.1","0.1","17","0.0"
"","Tripura","294","0","4.9","5.2","-0.3","60","0.0"
