"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","6751","0","131.3","75.6","-1.7","52","0.0"
"","Haryana","7224","0","136.9","89.2","-0.7","257","0.0"
"","Rajasthan","13864","0","249.0","81.3","1.9","377","0.0"
"","Delhi","3938","0","66.8","49.7","-1.2","204","0.0"
"","UP","15684","0","282.1","110.9","0.0","967","0.5"
"","Uttarakhand","2085","0","37.6","18.8","0.2","148","0.0"
"","HP","1615","0","27.1","21.5","-1.0","109","0.0"
"","J&K(UT) and Ladakh(UT)","2295","574","46.4","43.3","-1.7","229","11.1"
"","Chandigarh","244","0","3.8","3.7","0.1","26","0.0"
"WR","Chhattisgarh","3743","0","80.9","32.6","-0.9","211","0.0"
"","Gujarat","16037","0","348.6","103.3","5.5","597","0.0"
"","MP","14564","0","271.8","136.8","-2.4","802","0.0"
"","Maharashtra","23145","0","475.8","151.1","-2.2","568","0.0"
"","Goa","577","0","12.0","11.7","-0.2","42","0.0"
"","DD","330","0","7.4","7.0","0.4","38","0.0"
"","DNH","795","0","18.7","18.7","0.0","42","0.0"
"","Essar steel","744","0","10.3","10.3","0.0","202","0.0"
"SR","Andhra Pradesh","9213","0","187.8","67.9","-0.1","225","0.0"
"","Telangana","10712","0","223.0","116.2","-0.7","378","0.0"
"","Karnataka","12577","0","240.9","83.7","-0.9","225","0.0"
"","Kerala","3858","0","78.2","59.2","1.1","237","0.0"
"","Tamil Nadu","14595","0","315.1","153.3","0.3","311","0.0"
"","Pondy","377","0","7.7","7.9","-0.2","56","0.0"
"ER","Bihar","4219","0","76.1","74.2","0.2","550","0.0"
"","DVC","3270","0","65.8","-38.1","-0.2","250","0.0"
"","Jharkhand","1286","0","24.6","19.3","-0.2","100","0.0"
"","Odisha","4281","0","78.5","3.2","1.3","300","0.0"
"","West Bengal","6505","0","122.5","33.3","-0.6","200","0.0"
"","Sikkim","131","0","1.9","1.8","0.1","40","0.0"
"NER","Arunachal Pradesh","118","1","2.3","2.1","0.1","18","0.0"
"","Assam","1345","15","23.1","20.3","0.8","63","0.4"
"","Manipur","210","2","2.9","3.0","-0.1","31","0.0"
"","Meghalaya","378","0","6.6","5.5","0.1","43","0.2"
"","Mizoram","101","1","1.8","1.7","-0.1","17","0.0"
"","Nagaland","129","1","2.3","2.1","0.2","28","0.0"
"","Tripura","231","0","3.6","2.2","0.1","51","0.0"
