"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5253","0","109.6","37.7","0.6","169","0.0"
"","Haryana","6412","0","120.4","73.3","1.0","258","0.0"
"","Rajasthan","10084","586","204.7","65.9","3.0","486","3.7"
"","Delhi","3485","0","61.8","49.0","-0.2","217","0.1"
"","UP","14425","450","291.7","103.0","2.9","603","0.0"
"","Uttarakhand","1965","0","34.8","27.2","0.0","106","0.0"
"","HP","1530","0","26.8","22.6","0.3","162","0.1"
"","J&K","2230","501","45.4","40.8","0.5","203","9.2"
"","Chandigarh","198","0","3.2","3.1","0.0","32","0.0"
"WR","Chhattisgarh","3326","0","73.9","15.0","-0.3","116","0.0"
"","Gujarat","13887","0","307.8","127.2","4.0","560","0.0"
"","MP","9799","0","190.4","103.4","-1.8","286","0.0"
"","Maharashtra","20769","0","438.8","127.6","2.1","731","0.0"
"","Goa","439","0","9.1","9.2","-0.6","35","0.0"
"","DD","326","0","7.4","6.3","1.1","87","0.0"
"","DNH","768","0","17.9","16.9","1.0","65","0.0"
"","Essar steel","580","0","12.1","12.2","0.0","157","0.0"
"SR","Andhra Pradesh","8627","0","173.7","47.8","-0.9","581","0.0"
"","Telangana","9921","0","201.7","93.7","-0.4","324","0.0"
"","Karnataka","10049","0","219.5","87.5","-1.8","501","0.0"
"","Kerala","3625","0","72.1","50.8","1.7","355","0.0"
"","Tamil Nadu","14500","0","314.5","160.3","0.6","576","0.0"
"","Pondy","351","0","7.2","7.3","-0.1","33","0.0"
"ER","Bihar","4040","0","67.3","60.3","-1.4","120","0.0"
"","DVC","3178","0","69.9","-48.8","-1.1","285","0.0"
"","Jharkhand","1061","0","22.4","15.5","0.7","170","0.0"
"","Odisha","4327","0","82.7","38.3","2.9","505","0.0"
"","West Bengal","6755","0","124.3","22.3","1.7","257","0.0"
"","Sikkim","120","0","1.8","1.6","0.2","15","0.0"
"NER","Arunachal Pradesh","108","6","2.3","1.6","0.7","79","0.0"
"","Assam","1413","20","24.1","19.0","1.7","100","0.3"
"","Manipur","182","5","2.5","2.6","-0.2","12","0.0"
"","Meghalaya","312","0","5.5","3.3","-0.2","52","0.0"
"","Mizoram","85","6","1.7","1.0","0.5","28","0.0"
"","Nagaland","116","6","2.0","1.8","0.1","66","0.0"
"","Tripura","227","1","3.4","2.1","0.1","45","0.0"
