"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4768","0","88.6","40.7","1.4","287"
"","Haryana","5603","0","103.1","51.5","-0.7","368"
"","Rajasthan","9358","372","192.7","86.6","1.4","309"
"","Delhi","3416","9","61.4","41.3","-2.3","429"
"","UP","10044","1130","221.3","90.3","-3.8","187"
"","Uttarakhand","1705","40","33.5","23.6","2.2","209"
"","HP","1337","0","25.2","20.8","0.1","85"
"","J&K","1879","100","33.7","31.8","-1.4","343"
"","Chandigarh","207","0","3.6","3.2","0.4","44"
"WR","Chhattisgarh","3166","40","70.0","15.9","-0.1","396"
"","Gujarat","10998","0","244.2","50.8","-1.9","626"
"","MP","8473","39","209.5","75.9","-2.0","328"
"","Maharashtra","18770","383","382.6","116.7","2.4","743"
"","Goa","404","2","8.1","7.3","0.2","56"
"","DD","256","1","6.1","5.6","0.5","41"
"","DNH","634","3","14.8","14.4","0.3","50"
"","Essar steel","409","2","8.1","7.8","0.3","36"
"SR","Andhra Pradesh","11441","800","263.2","85.3","7.4","494"
"","Karnataka","8494","600","188.6","17.8","1.5","247"
"","Kerala","3360","150","61.8","28.3","2.0","238"
"","Tamil Nadu","11416","1446","247.7","81.3","2.3","317"
"","Pondy","310","0","6.0","6.4","-0.5","12"
"ER","Bihar","2002","355","41.4","37.9","0.8","140"
"","DVC","2476","0","56.6","-14.5","-1.3","190"
"","Jharkhand","1023","0","20.2","11.7","-2.4","40"
"","Odisha","3847","0","65.2","15.4","2.2","320"
"","West Bengal","6126","30","108.7","28.1","2.2","330"
"","Sikkim","92","0","1.0","1.2","-0.2","8"
"NER","Arunachal Pradesh","110","10","1.2","1.1","0.2","32"
"","Assam","932","245","16.1","9.5","2.2","145"
"","Manipur","105","5","1.5","1.4","0.2","47"
"","Meghalaya","269","6","4.5","2.8","0.3","70"
"","Mizoram","72","3","1.0","0.9","-0.1","36"
"","Nagaland","95","3","1.6","1.5","-0.1","19"
"","Tripura","200","4","3.0","0.5","-0.1","61"
