"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5279","0","113.6","66.5","1.7","253"
"","Haryana","5892","0","108.0","59.0","-1.0","113"
"","Rajasthan","6900","0","148.3","73.6","-4.7","85"
"","Delhi","3930","0","78.5","58.6","0.8","258"
"","UP","9358","2200","208.4","85.9","-4.0","230"
"","Uttarakhand","1670","35","31.9","16.5","1.0","176"
"","HP","1216","0","24.1","10.8","2.4","445"
"","J&K","1784","100","34.0","23.7","-2.2","100"
"","Chandigarh","216","0","4.0","3.9","0.1","21"
"WR","Chhattisgarh","2689","19","59.4","11.6","-2.7","80"
"","Gujarat","10591","7","228.4","43.8","-0.8","775"
"","MP","6491","0","129.1","61.3","-2.3","524"
"","Maharashtra","15457","105","344.7","101.6","-2.9","750"
"","Goa","407","0","8.4","7.1","1.0","50"
"","DD","271","0","6.3","6.2","0.1","30"
"","DNH","656","0","14.9","14.7","0.1","40"
"","Essar steel","361","0","7.2","7.2","0.1","51"
"SR","Andhra Pradesh","10781","1000","238.0","82.0","4.9","327"
"","Karnataka","7378","600","155.2","17.1","-0.9","224"
"","Kerala","3155","150","56.5","23.4","1.8","272"
"","Tamil Nadu","11126","667","246.8","75.8","-3.2","202"
"","Pondy","294","40","6.2","6.2","0.1","40"
"ER","Bihar","2028","0","37.8","38.3","-0.5","100"
"","DVC","2492","0","54.0","-16.5","1.6","400"
"","Jharkhand","942","0","19.9","13.3","-1.1","150"
"","Odisha","3085","0","59.1","7.2","2.1","300"
"","West Bengal","6435","0","116.0","24.7","6.1","300"
"","Sikkim","84","0","1.3","1.6","-0.3","0"
"NER","Arunachal Pradesh","105","4","1.2","1.2","0.1","49"
"","Assam","1169","73","23.0","14.0","4.2","266"
"","Manipur","96","3","1.3","2.0","-0.7","24"
"","Meghalaya","243","9","4.1","2.2","-0.1","54"
"","Mizoram","57","3","1.1","0.9","0.0","19"
"","Nagaland","97","1","1.4","1.2","0.0","28"
"","Tripura","232","1","3.4","1.0","0.1","40"
