"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8555","400","183.7","118.7","-1.9","166"
"","Haryana","7619","0","166.3","118.1","-2.7","450"
"","Rajasthan","7488","0","163.2","59.6","-1.4","252"
"","Delhi","5070","0","106.3","83.5","-4.4","148"
"","UP","9583","1900","208.5","110.7","-3.6","213"
"","Uttarakhand","1486","145","31.3","18.3","2.1","219"
"","HP","1180","0","25.0","3.0","-0.3","58"
"","J&K","1253","100","28.2","16.7","-2.4","97"
"","Chandigarh","293","0","5.8","6.3","-0.5","28"
"WR","Chhattisgarh","2688","17","59.3","24.7","-0.8","279"
"","Gujarat","10545","55","233.2","52.4","-1.4","568"
"","MP","5255","26","101.6","45.7","-2.5","360"
"","Maharashtra","14644","220","320.5","97.5","-1.4","634"
"","Goa","339","52","7.3","6.0","0.8","22"
"","DD","236","1","5.6","5.6","0.0","44"
"","DNH","599","3","14.2","14.1","0.1","25"
"SR","Andhra Pradesh","10116","1000","234.9","82.8","3.3","263"
"","Karnataka","7004","900","148.8","19.4","1.4","267"
"","Kerala","2782","350","51.4","25.9","2.0","244"
"","Tamil Nadu","11693","594","256.4","77.7","0.1","290"
"","Pondy","308","10","6.2","6.9","-0.8","19"
"ER","Bihar","2043","200","40.7","43.0","-2.3","80"
"","DVC","2327","350","55.0","-18.1","2.0","290"
"","Jharkhand","993","0","18.1","15.2","-0.8","200"
"","Odisha","3181","0","70.2","17.8","0.1","140"
"","West Bengal","6541","0","113.5","38.3","1.8","500"
"","Sikkim","83","0","1.2","0.5","0.7","35"
"NER","Arunachal Pradesh","104","4","1.5","1.9","-0.4","49"
"","Assam","1075","98","20.8","13.2","1.1","319"
"","Manipur","99","6","1.3","2.3","-1.0","22"
"","Meghalaya","253","17","4.5","-0.6","-0.3","46"
"","Mizoram","56","1","1.0","1.4","-0.4","0"
"","Nagaland","93","4","1.6","1.3","-0.1","23"
"","Tripura","198","17","3.2","1.8","-0.2","45"
