"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4832","0","92.4","33.1","2.4","223"
"","Haryana","4801","302","100.8","36.9","3.5","341"
"","Rajasthan","8416","0","177.3","71.9","-2.9","149"
"","Delhi","3097","0","57.3","41.0","-0.3","230"
"","UP","9622","1825","206.7","80.3","-0.9","335"
"","Uttarakhand","1605","75","29.0","20.8","-0.3","120"
"","HP","1311","0","24.1","16.5","1.1","138"
"","J&K","1957","100","39.6","29.4","3.1","335"
"","Chandigarh","185","0","3.4","3.2","0.2","34"
"WR","Chhattisgarh","2713","7","56.9","10.9","-2.1","190"
"","Gujarat","11670","6","257.3","52.6","2.6","368"
"","MP","9611","0","194.9","119.6","-3.8","211"
"","Maharashtra","17162","616","367.2","126.9","7.1","528"
"","Goa","410","10","8.1","7.7","-0.3","42"
"","DD","238","0","5.7","6.0","-0.3","21"
"","DNH","632","0","14.9","14.7","0.2","35"
"","Essar steel","386","0","7.5","8.1","-0.6","51"
"SR","Andhra Pradesh","10306","0","229.6","83.1","2.1","302"
"","Karnataka","8066","400","166.9","21.1","1.6","231"
"","Kerala","3136","200","58.7","31.4","2.9","314"
"","Tamil Nadu","9723","2601","217.2","66.2","1.8","503"
"","Pondy","304","0","5.8","6.2","-0.4","21"
"ER","Bihar","2003","0","38.4","36.4","1.1","160"
"","DVC","2456","0","56.5","-18.7","-1.1","180"
"","Jharkhand","1011","0","20.4","12.1","-2.2","50"
"","Odisha","3448","0","63.7","3.6","-1.5","160"
"","West Bengal","6219","0","104.4","14.3","8.5","380"
"","Sikkim","73","0","1.2","1.2","0.0","18"
"NER","Arunachal Pradesh","111","4","1.4","1.2","0.3","52"
"","Assam","1120","12","19.0","11.7","1.9","177"
"","Manipur","112","3","1.4","1.6","-0.3","41"
"","Meghalaya","278","7","4.8","2.6","0.4","62"
"","Mizoram","61","2","1.2","1.0","0.0","22"
"","Nagaland","92","3","1.4","1.1","0.0","38"
"","Tripura","178","20","3.2","0.0","0.6","49"
