"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","11291","0","258.5","142.7","-0.7","65","0.0"
"","Haryana","8482","0","180.9","148.4","0.2","228","0.0"
"","Rajasthan","9953","0","222.5","66.4","0.1","313","0.0"
"","Delhi","5346","0","104.0","81.3","0.4","263","0.0"
"","UP","15605","270","314.5","159.4","0.7","489","0.0"
"","Uttarakhand","1810","0","39.1","16.6","0.2","223","0.0"
"","HP","1409","0","29.7","0.4","2.0","141","0.0"
"","J&K","1969","492","38.0","20.8","-7.1","5","9.0"
"","Chandigarh","258","0","5.5","6.2","-0.7","4","0.0"
"WR","Chhattisgarh","3625","0","79.8","16.4","-2.5","279","0.0"
"","Gujarat","13385","0","300.2","81.6","4.9","231","0.0"
"","MP","7197","0","155.4","54.0","-1.0","726","0.0"
"","Maharashtra","19364","0","421.8","129.7","-0.7","532","0.0"
"","Goa","403","0","11.3","8.8","1.9","43","0.0"
"","DD","337","0","7.6","6.5","1.1","84","0.0"
"","DNH","770","0","18.0","16.9","1.1","99","0.0"
"","Essar steel","549","0","10.5","10.2","0.2","191","0.0"
"SR","Andhra Pradesh","8134","0","181.9","26.2","1.0","623","0.0"
"","Telangana","9631","0","205.9","59.6","-0.8","552","0.0"
"","Karnataka","8100","0","178.0","39.0","-1.6","654","0.0"
"","Kerala","3293","0","65.7","30.7","0.9","312","0.0"
"","Tamil Nadu","13592","0","289.0","85.7","0.1","561","0.0"
"","Pondy","327","0","7.0","7.0","-0.1","56","0.0"
"ER","Bihar","4727","0","90.9","91.7","-0.8","70","0.0"
"","DVC","2987","0","67.5","-24.5","3.9","440","0.9"
"","Jharkhand","1020","0","22.5","17.9","-1.2","0","0.0"
"","Odisha","4723","0","88.7","28.3","0.2","200","0.0"
"","West Bengal","8109","0","167.0","61.8","4.6","130","0.0"
"","Sikkim","92","0","1.2","1.4","-0.3","0","0.0"
"NER","Arunachal Pradesh","122","11","2.4","2.4","0.0","6","0.0"
"","Assam","1750","110","33.9","28.6","0.7","209","1.5"
"","Manipur","173","9","2.2","2.2","0.0","34","0.0"
"","Meghalaya","295","10","5.8","-0.3","0.4","8","0.0"
"","Mizoram","76","3","1.4","0.8","0.3","4","0.0"
"","Nagaland","112","3","2.3","1.7","0.2","24","0.0"
"","Tripura","265","15","4.7","4.2","0.5","61","0.0"
