"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","11371","0","247.6","137.7","-0.3","164","0.0"
"","Haryana","8985","0","190.9","134.7","-1.9","210","0.0"
"","Rajasthan","9981","0","214.5","73.6","1.6","355","0.4"
"","Delhi","5865","0","117.1","93.3","-1.0","161","0.1"
"","UP","15915","260","309.1","146.0","0.4","364","0.0"
"","Uttarakhand","1711","0","36.7","10.1","2.1","260","0.0"
"","HP","1223","0","26.3","-1.3","2.6","220","0.0"
"","J&K","1872","468","37.0","14.1","-1.9","100","10.7"
"","Chandigarh","299","0","6.1","7.0","-0.9","0","0.0"
"WR","Chhattisgarh","3307","69","78.2","11.8","-0.4","90","0.1"
"","Gujarat","11587","0","263.4","35.7","-0.5","512","0.0"
"","MP","7203","0","154.1","72.0","-0.4","357","0.0"
"","Maharashtra","19427","0","432.8","133.7","1.5","541","0.0"
"","Goa","411","0","8.4","8.3","-0.5","51","0.0"
"","DD","309","0","6.9","6.3","0.6","57","0.0"
"","DNH","719","0","16.5","16.5","0.0","21","0.0"
"","Essar steel","542","0","11.4","9.4","2.0","268","0.0"
"SR","Andhra Pradesh","6555","0","152","36","5","610","0.0"
"","Telangana","7156","0","150","82","-3","352","0.0"
"","Karnataka","8467","0","184","90","2","525","0.0"
"","Kerala","3181","0","62","50","1","182","0.0"
"","Tamil Nadu","13847","0","301","125","2","811","0.0"
"","Pondy","343","0","7","7","0","24","0.0"
"ER","Bihar","3750","0","62.9","61.0","0.2","365","0.9"
"","DVC","2815","0","64.8","-27.6","1.2","345","0.0"
"","Jharkhand","1059","0","21.0","16.6","-1.4","135","0.0"
"","Odisha","4151","0","81.2","28.9","1.7","385","0.0"
"","West Bengal","7373","0","136.9","33.4","1.1","413","0.0"
"","Sikkim","67","0","1.6","1.4","0.1","20","0.0"
"NER","Arunachal Pradesh","109","4","1.8","2.3","-0.5","25","0.0"
"","Assam","1462","142","24.6","19.0","1.7","144","1.6"
"","Manipur","131","2","2.0","1.8","0.2","36","0.1"
"","Meghalaya","261","0","4.1","-0.9","-0.3","48","0.0"
"","Mizoram","65","3","1.3","1.0","0.2","25","0.0"
"","Nagaland","101","2","1.8","1.8","-0.2","20","0.0"
"","Tripura","231","3","4.5","2.5","0.5","90","0.0"
