"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8336","0","162.7","90.3","1.3","320"
"","Haryana","6542","0","127.4","99.1","-3.7","607"
"","Rajasthan","9353","0","204.0","64.0","-0.2","453"
"","Delhi","5172","0","99.0","82.0","-1.6","208"
"","UP","14883","0","313.3","144.7","0.2","869"
"","Uttarakhand","1815","75","39.5","20.8","1.5","158"
"","HP","1248","0","26.1","6.0","1.4","253"
"","J&K","1804","451","34.0","17.1","-5.0","223"
"","Chandigarh","267","0","5.5","5.5","0.3","23"
"WR","Chhattisgarh","3164","0","74","24","0","360"
"","Gujarat","14766","0","321","71","-4","419"
"","MP","6959","0","158","108","-1","322"
"","Maharashtra","17649","0","401","137","2","457"
"","Goa","430","0","9","8","0","4"
"","DD","324","0","7","7","1","64"
"","DNH","755","0","18","18","0","2"
"","Essar steel","506","0","10","11","-1","156"
"SR","Andhra Pradesh","6331","0","133","0.7","-1.1","805"
"","Telangana","5559","0","118","74.7","1.6","319"
"","Karnataka","6971","0","138","45.7","-1.3","502"
"","Kerala","2998","0","57","47.1","1.4","196"
"","Tamil Nadu","13542","0","301","120.3","1.5","840"
"","Pondy","349","0","8","7.8","-0.3","21"
"ER","Bihar","3474","150","71","68.4","-0.8","170"
"","DVC","2846","0","62","-29.7","-0.2","140"
"","Jharkhand","1108","0","22","15.1","-0.1","125"
"","Odisha","3691","0","81","30.3","3.2","310"
"","West Bengal","7597","0","155","41.3","2.2","280"
"","Sikkim","91","0","1","1.0","0.3","25"
"NER","Arunachal Pradesh","106","6","2","2.1","-0.3","15"
"","Assam","1450","110","28","20.2","2.9","305"
"","Manipur","130","2","2","2.0","0.0","32"
"","Meghalaya","274","0","5","0.2","0.5","67"
"","Mizoram","72","3","1","1.0","0.2","21"
"","Nagaland","109","1","1","1.8","-0.4","24"
"","Tripura","188","18","3","3.1","-0.2","38"
